epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7767,0.000000,0.0039,0.006287,5.193,24
100,0.7791,0.000000,0.0038,0.005920,5.171,22
200,0.7793,0.000000,0.0038,0.006165,5.175,22
300,0.7764,0.000000,0.0038,0.005127,5.183,22
400,0.7792,0.000000,0.0039,0.005920,5.189,22
500,0.7784,0.000000,0.0039,0.006042,5.202,24
600,0.7804,0.000000,0.0039,0.005981,5.192,26
700,0.7781,0.000000,0.0039,0.005615,5.202,26
800,0.7810,0.000000,0.0039,0.005188,5.199,24
900,0.7809,0.000000,0.0040,0.005981,5.206,28
1000,0.7788,0.000000,0.0040,0.005981,5.217,28
1100,0.7764,0.000000,0.0040,0.006348,5.192,26
1200,0.7764,0.000000,0.0040,0.005310,5.208,24
1300,0.7786,0.000000,0.0040,0.005432,5.199,24
1400,0.7762,0.000000,0.0039,0.006104,5.199,22
1500,0.7794,0.000000,0.0039,0.004395,5.208,28
1600,0.7806,0.000000,0.0039,0.004944,5.216,26
1700,0.7794,0.000000,0.0039,0.005554,5.212,24
1800,0.7836,0.000000,0.0039,0.005371,5.225,26
1900,0.7784,0.000000,0.0039,0.005188,5.226,24
2000,0.7811,0.000000,0.0040,0.005737,5.220,26
2100,0.7778,0.000000,0.0039,0.005371,5.216,28
2200,0.7780,0.000305,0.0040,0.006714,5.244,31
2300,0.7761,0.408020,0.0023,0.031921,16.672,32
2400,0.7765,0.926147,0.0006,0.073547,31.399,32
2500,0.7762,0.949707,0.0007,0.050049,31.484,32
2600,0.7786,0.961243,0.0006,0.038086,31.527,32
2700,0.7838,0.961060,0.0013,0.037659,31.510,32
2800,0.7832,0.963623,0.0021,0.035767,31.516,32
2900,0.7809,0.967529,0.0019,0.031616,31.517,32
3000,0.7756,0.965210,0.0019,0.033936,31.515,32
3100,0.7797,0.964417,0.0023,0.034729,31.549,32
3200,0.7784,0.962097,0.0014,0.036621,31.498,32
3300,0.7844,0.966003,0.0013,0.032654,31.534,32
3400,0.7745,0.966492,0.0013,0.032471,31.504,32
3500,0.7826,0.969727,0.0017,0.028809,31.544,32
3600,0.7761,0.971375,0.0025,0.027710,31.608,32
3700,0.7838,0.972900,0.0032,0.026123,31.629,32
3800,0.7747,0.972778,0.0029,0.026367,31.627,32
3900,0.7831,0.969238,0.0034,0.029175,31.547,32
4000,0.7794,0.971191,0.0038,0.027832,31.603,32
4100,0.7710,0.967651,0.0050,0.031311,31.585,32
4200,0.7798,0.968872,0.0053,0.030212,31.581,32
4300,0.7784,0.970581,0.0058,0.028748,31.606,32
