epoch,selected_frac,func_repl_frac,zero_frac
0,0.7861,0.000122,0.0039
100,0.7770,0.951477,0.0000
200,0.7777,0.973206,0.0002
300,0.7803,0.974426,0.0001
400,0.7811,0.979126,0.0003
500,0.7815,0.980835,0.0004
600,0.7754,0.981323,0.0003
700,0.7731,0.984741,0.0003
800,0.7762,0.985535,0.0004
900,0.7821,0.987244,0.0003
1000,0.7749,0.989929,0.0004
1100,0.7842,0.987915,0.0007
1200,0.7758,0.986877,0.0010
1300,0.7781,0.990662,0.0007
1400,0.7825,0.988464,0.0010
1500,0.7817,0.991699,0.0010
1600,0.7803,0.992004,0.0009
1700,0.7802,0.990540,0.0010
1800,0.7806,0.990295,0.0010
1900,0.7839,0.991150,0.0014
2000,0.7750,0.991699,0.0013
2100,0.7825,0.990967,0.0009
