epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7744,0.000000,0.0041,0.005615,5.262,20
20,0.7812,0.002197,0.0042,0.050537,6.982,32
40,0.7798,0.051758,0.0035,0.317871,13.388,32
60,0.7700,0.338379,0.0026,0.544434,24.345,32
80,0.7812,0.639404,0.0023,0.349609,28.835,32
100,0.7837,0.715820,0.0020,0.281006,29.529,32
120,0.7739,0.760010,0.0020,0.238525,29.877,32
140,0.7827,0.760254,0.0014,0.236328,29.861,32
160,0.7930,0.793457,0.0019,0.205566,30.244,32
180,0.7661,0.795654,0.0018,0.202393,30.227,32
200,0.7729,0.753174,0.0017,0.245361,29.886,32
220,0.7798,0.745850,0.0019,0.248779,29.812,32
240,0.7705,0.757080,0.0016,0.238525,29.950,32
260,0.7700,0.756592,0.0018,0.240967,29.991,32
280,0.7759,0.800293,0.0019,0.197021,30.282,32
300,0.7866,0.808350,0.0017,0.189697,30.310,32
320,0.7705,0.808594,0.0013,0.189453,30.334,32
340,0.7720,0.799805,0.0009,0.196777,30.289,32
360,0.7842,0.769531,0.0007,0.229492,30.150,32
380,0.7764,0.765137,0.0007,0.230469,30.082,32
400,0.7788,0.770996,0.0011,0.228516,30.188,32
420,0.7749,0.776367,0.0016,0.221924,30.300,32
440,0.7769,0.790771,0.0016,0.207275,30.361,32
460,0.7837,0.791016,0.0015,0.207031,30.312,32
480,0.7744,0.777344,0.0010,0.220947,30.172,32
500,0.7808,0.783447,0.0008,0.213623,30.235,32
520,0.7729,0.807861,0.0007,0.190674,30.387,32
540,0.7852,0.827637,0.0008,0.171387,30.446,32
560,0.7842,0.821533,0.0009,0.177979,30.430,32
580,0.7744,0.815186,0.0010,0.183838,30.343,32
600,0.7715,0.802246,0.0004,0.194824,30.161,32
620,0.7788,0.775391,0.0006,0.224121,30.162,32
640,0.7617,0.769775,0.0009,0.229248,30.100,32
660,0.7827,0.749268,0.0006,0.249023,29.969,32
680,0.7686,0.726562,0.0008,0.272705,29.850,32
700,0.7852,0.726807,0.0007,0.273193,29.827,32
720,0.7827,0.746094,0.0013,0.252930,29.891,32
740,0.7759,0.738281,0.0014,0.261230,29.870,32
760,0.7842,0.697998,0.0014,0.300781,29.613,32
780,0.7764,0.703613,0.0016,0.294189,29.738,32
800,0.7778,0.636719,0.0015,0.362305,29.367,32
820,0.7769,0.662109,0.0023,0.337158,29.577,32
840,0.7808,0.679199,0.0031,0.318604,29.673,32
