epoch,selected_frac,func_repl_frac,zero_frac
0,0.7861,0.000122,0.0039
100,0.7770,0.899414,0.0015
200,0.7777,0.795654,0.0013
300,0.7803,0.949890,0.0012
400,0.7811,0.965759,0.0016
500,0.7815,0.976501,0.0019
600,0.7754,0.963928,0.0015
700,0.7731,0.979431,0.0016
800,0.7762,0.981384,0.0021
900,0.7821,0.982910,0.0020
1000,0.7749,0.981384,0.0020
1100,0.7842,0.985596,0.0014
1200,0.7758,0.988586,0.0011
1300,0.7781,0.987244,0.0011
1400,0.7825,0.987061,0.0010
1500,0.7817,0.987427,0.0009
1600,0.7803,0.986877,0.0017
1700,0.7802,0.989746,0.0019
1800,0.7806,0.988464,0.0017
1900,0.7839,0.988464,0.0018
2000,0.7750,0.990417,0.0025
2100,0.7825,0.988586,0.0024
