epoch,selected_frac,func_repl_frac,zero_frac
0,0.7861,0.000061,0.0039
100,0.7770,0.905884,0.0001
200,0.7777,0.825439,0.0002
300,0.7803,0.945496,0.0004
400,0.7811,0.960754,0.0003
500,0.7815,0.969299,0.0006
600,0.7754,0.973511,0.0007
700,0.7731,0.976257,0.0004
800,0.7762,0.984558,0.0008
900,0.7821,0.985535,0.0014
1000,0.7749,0.985474,0.0012
1100,0.7842,0.987610,0.0010
1200,0.7758,0.987122,0.0007
1300,0.7781,0.989075,0.0007
1400,0.7825,0.987854,0.0010
1500,0.7817,0.989197,0.0011
1600,0.7803,0.988342,0.0010
1700,0.7802,0.989258,0.0013
1800,0.7806,0.989136,0.0009
1900,0.7839,0.989746,0.0013
2000,0.7750,0.992737,0.0019
2100,0.7825,0.990540,0.0014
