epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7861,0.000000,0.0039,0.006042,5.221,22
100,0.7770,0.000000,0.0040,0.005371,5.226,22
200,0.7777,0.000000,0.0040,0.005188,5.206,24
300,0.7803,0.000000,0.0040,0.005188,5.196,24
400,0.7811,0.000000,0.0040,0.005615,5.187,26
500,0.7815,0.000000,0.0040,0.005371,5.187,24
600,0.7754,0.000000,0.0040,0.005188,5.191,24
700,0.7731,0.000000,0.0040,0.005737,5.185,24
800,0.7762,0.000000,0.0040,0.005127,5.170,26
900,0.7821,0.000000,0.0040,0.004639,5.157,26
1000,0.7749,0.000000,0.0040,0.005188,5.170,26
1100,0.7842,0.000000,0.0040,0.005188,5.171,26
1200,0.7758,0.000000,0.0040,0.005188,5.172,22
1300,0.7781,0.000000,0.0040,0.004639,5.198,22
1400,0.7825,0.000000,0.0040,0.005066,5.202,24
1500,0.7817,0.000000,0.0040,0.005371,5.212,24
1600,0.7803,0.090637,0.0036,0.014648,7.823,32
1700,0.7802,0.862366,0.0004,0.135925,30.967,32
1800,0.7806,0.941162,0.0007,0.057129,31.378,32
1900,0.7839,0.955933,0.0019,0.042847,31.451,32
2000,0.7750,0.963318,0.0023,0.035217,31.407,32
2100,0.7825,0.961304,0.0025,0.037659,31.403,32
2200,0.7744,0.966125,0.0024,0.032410,31.441,32
2300,0.7811,0.963562,0.0026,0.035095,31.443,32
2400,0.7771,0.969788,0.0030,0.029236,31.512,32
2500,0.7756,0.969971,0.0028,0.029114,31.532,32
2600,0.7805,0.971008,0.0035,0.027893,31.554,32
2700,0.7742,0.971069,0.0040,0.028076,31.510,32
2800,0.7823,0.968323,0.0045,0.030334,31.485,32
2900,0.7776,0.970337,0.0047,0.028870,31.531,32
3000,0.7770,0.968994,0.0047,0.030396,31.509,32
3100,0.7775,0.968079,0.0048,0.030640,31.494,32
3200,0.7776,0.971008,0.0053,0.028076,31.568,32
3300,0.7823,0.970581,0.0049,0.028076,31.548,32
3400,0.7728,0.968567,0.0045,0.029968,31.501,32
3500,0.7750,0.971008,0.0034,0.027832,31.531,32
3600,0.7769,0.967834,0.0038,0.031372,31.512,32
