epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7767,0.000000,0.0039,0.006592,5.234,24
50,0.7780,0.070923,0.0031,0.572021,17.772,32
100,0.7791,0.735107,0.0022,0.264099,29.692,32
150,0.7783,0.809143,0.0019,0.190002,30.265,32
200,0.7793,0.833069,0.0017,0.166870,30.462,32
250,0.7781,0.845642,0.0017,0.154297,30.556,32
300,0.7764,0.849731,0.0023,0.150024,30.607,32
350,0.7760,0.853271,0.0020,0.146667,30.652,32
400,0.7792,0.871826,0.0021,0.128174,30.821,32
450,0.7797,0.860107,0.0019,0.139893,30.770,32
500,0.7784,0.857178,0.0017,0.142822,30.819,32
550,0.7812,0.850525,0.0019,0.149475,30.765,32
600,0.7804,0.847290,0.0020,0.152710,30.730,32
650,0.7822,0.851135,0.0019,0.148865,30.737,32
