epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7806,0.000000,0.0039,0.006226,5.255,24
20,0.7819,0.000916,0.0041,0.050903,6.877,32
40,0.7799,0.025208,0.0038,0.336243,12.924,32
60,0.7760,0.220764,0.0032,0.667358,23.280,32
80,0.7812,0.518188,0.0028,0.470703,27.885,32
100,0.7834,0.695740,0.0028,0.299316,29.414,32
120,0.7765,0.735229,0.0028,0.261475,29.782,32
140,0.7789,0.750244,0.0027,0.247131,29.855,32
160,0.7809,0.764832,0.0029,0.233154,30.030,32
180,0.7767,0.768799,0.0029,0.229065,30.025,32
200,0.7754,0.788696,0.0027,0.208923,30.173,32
220,0.7789,0.786865,0.0025,0.211304,30.095,32
240,0.7788,0.786682,0.0022,0.211426,30.078,32
260,0.7797,0.779724,0.0025,0.219177,30.132,32
280,0.7842,0.793030,0.0024,0.205688,30.228,32
300,0.7809,0.797913,0.0021,0.200073,30.197,32
320,0.7864,0.781738,0.0022,0.216553,30.088,32
340,0.7747,0.800354,0.0023,0.198792,30.267,32
360,0.7784,0.800598,0.0022,0.198547,30.256,32
380,0.7830,0.798645,0.0023,0.200500,30.236,32
400,0.7806,0.809143,0.0021,0.189575,30.289,32
420,0.7852,0.811157,0.0021,0.187500,30.288,32
440,0.7822,0.809509,0.0022,0.188538,30.239,32
460,0.7733,0.800781,0.0023,0.198242,30.222,32
480,0.7781,0.789001,0.0024,0.209534,30.144,32
500,0.7795,0.784973,0.0028,0.213257,30.064,32
520,0.7837,0.793091,0.0024,0.206177,30.161,32
540,0.7838,0.803833,0.0023,0.195190,30.259,32
560,0.7847,0.784180,0.0023,0.214172,30.118,32
580,0.7820,0.782349,0.0023,0.216431,30.143,32
600,0.7827,0.788574,0.0024,0.210144,30.159,32
620,0.7806,0.794556,0.0024,0.203979,30.190,32
640,0.7797,0.801147,0.0023,0.197449,30.245,32
660,0.7821,0.793030,0.0025,0.205505,30.228,32
680,0.7756,0.787292,0.0025,0.211487,30.188,32
700,0.7827,0.783264,0.0027,0.215149,30.201,32
720,0.7783,0.779602,0.0025,0.219421,30.179,32
740,0.7775,0.764404,0.0024,0.234741,30.102,32
760,0.7832,0.765625,0.0022,0.233521,30.121,32
780,0.7797,0.754089,0.0019,0.244873,30.052,32
800,0.7767,0.736877,0.0018,0.261963,29.924,32
820,0.7814,0.741028,0.0017,0.258423,29.947,32
840,0.7784,0.730408,0.0016,0.268738,29.828,32
860,0.7799,0.700134,0.0015,0.299194,29.691,32
