epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7861,0.000000,0.0039,0.006714,5.285,22
20,0.7783,0.000427,0.0040,0.046265,6.779,32
40,0.7805,0.016357,0.0034,0.290405,12.085,32
60,0.7827,0.178833,0.0027,0.657776,22.225,32
80,0.7822,0.520264,0.0021,0.466553,27.879,32
100,0.7770,0.700989,0.0019,0.294861,29.495,32
120,0.7765,0.743652,0.0016,0.253601,29.883,32
140,0.7782,0.769897,0.0017,0.226807,30.047,32
160,0.7775,0.774597,0.0018,0.221558,30.005,32
180,0.7792,0.774109,0.0017,0.222351,30.002,32
200,0.7777,0.770874,0.0019,0.226318,29.977,32
220,0.7833,0.762756,0.0020,0.234253,29.937,32
240,0.7789,0.759766,0.0020,0.236450,29.897,32
260,0.7777,0.757141,0.0019,0.239929,29.883,32
280,0.7836,0.760254,0.0018,0.236877,29.911,32
300,0.7803,0.754761,0.0018,0.242371,29.840,32
320,0.7795,0.742371,0.0018,0.255249,29.779,32
340,0.7777,0.726074,0.0016,0.271912,29.689,32
360,0.7822,0.713074,0.0015,0.284363,29.589,32
380,0.7778,0.705261,0.0017,0.291443,29.475,32
400,0.7811,0.705688,0.0018,0.292419,29.556,32
420,0.7770,0.698608,0.0020,0.299622,29.534,32
440,0.7738,0.682739,0.0020,0.314697,29.498,32
460,0.7777,0.684631,0.0018,0.313416,29.579,32
480,0.7821,0.654419,0.0019,0.343689,29.368,32
500,0.7815,0.645874,0.0018,0.351685,29.326,32
520,0.7792,0.653503,0.0020,0.344543,29.318,32
540,0.7819,0.650635,0.0020,0.347656,29.347,32
560,0.7780,0.622131,0.0016,0.375671,29.253,32
580,0.7761,0.610474,0.0017,0.387085,29.103,32
600,0.7754,0.602722,0.0016,0.395447,29.119,32
620,0.7799,0.591797,0.0017,0.406067,29.023,32
640,0.7791,0.568970,0.0018,0.429077,28.958,32
660,0.7778,0.550598,0.0019,0.447144,28.871,32
680,0.7832,0.561096,0.0017,0.435730,28.924,32
700,0.7731,0.566833,0.0016,0.430481,28.956,32
720,0.7793,0.557739,0.0016,0.439697,28.890,32
740,0.7766,0.545227,0.0015,0.452209,28.812,32
760,0.7810,0.532166,0.0020,0.465576,28.744,32
780,0.7786,0.532959,0.0019,0.463989,28.696,32
800,0.7762,0.518494,0.0019,0.478516,28.654,32
820,0.7767,0.514221,0.0016,0.482666,28.635,32
840,0.7819,0.507324,0.0016,0.489990,28.617,32
860,0.7781,0.518860,0.0017,0.479004,28.695,32
