epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7671,0.000000,0.0038,0.005371,5.295,20
20,0.7729,0.000000,0.0040,0.044678,6.710,26
40,0.7749,0.008057,0.0036,0.257812,11.123,32
60,0.7822,0.103516,0.0034,0.681641,20.455,32
80,0.7749,0.448242,0.0038,0.533447,27.189,32
100,0.7837,0.709473,0.0045,0.288086,29.664,32
120,0.7759,0.793457,0.0040,0.206055,30.340,32
140,0.7778,0.820557,0.0033,0.177734,30.445,32
160,0.7695,0.825928,0.0031,0.171875,30.542,32
180,0.7822,0.837402,0.0029,0.161133,30.691,32
200,0.7710,0.806641,0.0021,0.191162,30.414,32
220,0.7881,0.824463,0.0021,0.172852,30.564,32
240,0.7847,0.816406,0.0021,0.181641,30.540,32
260,0.7837,0.787354,0.0023,0.210205,30.266,32
280,0.7803,0.836426,0.0021,0.162354,30.625,32
300,0.7866,0.834473,0.0024,0.164551,30.635,32
320,0.7808,0.822021,0.0027,0.176514,30.529,32
340,0.7700,0.845703,0.0029,0.152832,30.592,32
360,0.7769,0.837646,0.0032,0.160156,30.542,32
380,0.7720,0.831299,0.0033,0.167480,30.550,32
400,0.7754,0.812744,0.0025,0.187256,30.419,32
420,0.7783,0.787109,0.0019,0.211914,30.321,32
440,0.7764,0.775879,0.0021,0.221924,30.256,32
460,0.7842,0.757812,0.0022,0.240234,30.089,32
480,0.7837,0.770264,0.0015,0.228516,30.182,32
500,0.7783,0.747070,0.0016,0.250732,30.027,32
520,0.7891,0.748291,0.0013,0.250977,30.119,32
540,0.7720,0.758057,0.0018,0.240723,30.162,32
560,0.7866,0.766602,0.0025,0.231934,30.145,32
580,0.7861,0.728516,0.0025,0.270996,30.034,32
600,0.7759,0.733154,0.0024,0.265869,30.024,32
620,0.7793,0.761230,0.0019,0.237061,30.094,32
640,0.7754,0.755859,0.0020,0.242432,30.083,32
660,0.7764,0.735840,0.0013,0.263428,29.998,32
680,0.7798,0.762207,0.0011,0.237305,30.076,32
700,0.7759,0.763184,0.0012,0.236328,30.076,32
720,0.7773,0.786133,0.0012,0.211426,30.162,32
740,0.7905,0.760742,0.0014,0.239014,30.080,32
760,0.7764,0.730469,0.0014,0.269043,29.860,32
780,0.7842,0.719482,0.0018,0.279541,29.781,32
800,0.7856,0.734863,0.0017,0.264160,29.740,32
820,0.7764,0.702393,0.0012,0.296631,29.476,32
840,0.7822,0.700439,0.0017,0.297852,29.502,32
860,0.7666,0.708984,0.0017,0.288086,29.507,32
