epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7767,0.000000,0.0039,0.006592,5.236,24
20,0.7784,0.000366,0.0037,0.060181,7.000,32
40,0.7781,0.018127,0.0035,0.328674,12.610,32
60,0.7794,0.196899,0.0030,0.663635,22.611,32
80,0.7808,0.552429,0.0027,0.435791,28.229,32
100,0.7791,0.723145,0.0025,0.272400,29.608,32
120,0.7762,0.752869,0.0027,0.243347,29.847,32
140,0.7794,0.763245,0.0025,0.233948,29.897,32
160,0.7776,0.765015,0.0022,0.231873,29.900,32
180,0.7776,0.768677,0.0022,0.228394,29.946,32
200,0.7793,0.762939,0.0021,0.234924,29.941,32
220,0.7792,0.760620,0.0023,0.236633,29.887,32
240,0.7816,0.740662,0.0022,0.256714,29.758,32
260,0.7825,0.739563,0.0017,0.257324,29.721,32
280,0.7787,0.733826,0.0018,0.263672,29.739,32
300,0.7764,0.724487,0.0016,0.273193,29.677,32
320,0.7794,0.717712,0.0014,0.279846,29.591,32
340,0.7791,0.708496,0.0013,0.289734,29.532,32
360,0.7805,0.693848,0.0011,0.303894,29.487,32
380,0.7804,0.694458,0.0010,0.303467,29.498,32
400,0.7792,0.669006,0.0010,0.329102,29.427,32
420,0.7771,0.670227,0.0013,0.328064,29.436,32
440,0.7794,0.656311,0.0015,0.341125,29.382,32
460,0.7804,0.635559,0.0015,0.361755,29.241,32
480,0.7747,0.635376,0.0013,0.362610,29.285,32
500,0.7784,0.630737,0.0011,0.367981,29.319,32
520,0.7753,0.626709,0.0010,0.371826,29.263,32
540,0.7794,0.621582,0.0011,0.377258,29.194,32
560,0.7845,0.618591,0.0014,0.380005,29.169,32
580,0.7784,0.589661,0.0015,0.408386,29.034,32
600,0.7804,0.585144,0.0015,0.412720,29.007,32
620,0.7815,0.554932,0.0014,0.443542,28.857,32
640,0.7803,0.556641,0.0017,0.441345,28.887,32
660,0.7816,0.554260,0.0021,0.442993,28.883,32
680,0.7834,0.555786,0.0021,0.442566,28.921,32
700,0.7781,0.531616,0.0018,0.466675,28.771,32
720,0.7772,0.528381,0.0019,0.469360,28.773,32
740,0.7786,0.520142,0.0021,0.478271,28.742,32
760,0.7764,0.522400,0.0020,0.475952,28.720,32
780,0.7822,0.505432,0.0024,0.492859,28.644,32
800,0.7810,0.490234,0.0023,0.507874,28.616,32
820,0.7848,0.478577,0.0023,0.519958,28.540,32
840,0.7817,0.476135,0.0024,0.522095,28.524,32
860,0.7825,0.458008,0.0021,0.539856,28.397,32
