epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7767,0.000000,0.0039,0.006287,5.191,24
100,0.7791,0.000000,0.0039,0.006287,5.186,24
200,0.7793,0.000000,0.0038,0.006287,5.188,24
300,0.7764,0.000000,0.0038,0.005615,5.190,24
400,0.7792,0.000000,0.0038,0.006287,5.200,22
500,0.7784,0.000000,0.0038,0.006409,5.202,24
600,0.7804,0.000000,0.0038,0.006531,5.200,24
700,0.7781,0.000000,0.0039,0.006348,5.198,24
800,0.7810,0.000000,0.0039,0.006348,5.202,24
900,0.7809,0.000000,0.0039,0.006714,5.200,24
1000,0.7788,0.000000,0.0039,0.006470,5.203,24
1100,0.7764,0.000000,0.0039,0.006165,5.211,24
1200,0.7764,0.000000,0.0039,0.006348,5.221,24
1300,0.7786,0.000000,0.0039,0.006592,5.220,24
1400,0.7762,0.000000,0.0039,0.006348,5.224,22
1500,0.7794,0.000000,0.0039,0.006592,5.222,26
1600,0.7806,0.000000,0.0039,0.006958,5.224,26
1700,0.7794,0.000000,0.0039,0.006958,5.221,26
1800,0.7836,0.000000,0.0039,0.006592,5.222,26
1900,0.7784,0.000000,0.0038,0.006104,5.216,26
2000,0.7811,0.000000,0.0039,0.006104,5.200,24
2100,0.7778,0.000000,0.0039,0.006104,5.205,24
2200,0.7780,0.000000,0.0039,0.005798,5.203,24
2300,0.7761,0.000000,0.0039,0.006104,5.208,22
2400,0.7765,0.000000,0.0038,0.006348,5.206,22
2500,0.7762,0.000000,0.0039,0.006348,5.218,26
2600,0.7786,0.000000,0.0039,0.006470,5.213,24
2700,0.7838,0.000000,0.0039,0.006409,5.213,26
2800,0.7832,0.000000,0.0039,0.006348,5.213,24
2900,0.7809,0.000000,0.0038,0.006348,5.214,24
3000,0.7756,0.000000,0.0038,0.006348,5.219,24
3100,0.7797,0.000000,0.0038,0.006287,5.227,24
3200,0.7784,0.000000,0.0038,0.006470,5.227,22
3300,0.7844,0.000000,0.0038,0.006775,5.228,22
3400,0.7745,0.000000,0.0038,0.005981,5.222,24
3500,0.7826,0.000000,0.0038,0.005859,5.226,24
3600,0.7761,0.000000,0.0038,0.005798,5.226,24
3700,0.7838,0.000000,0.0038,0.006104,5.236,24
3800,0.7747,0.000000,0.0038,0.006348,5.236,24
3900,0.7831,0.000000,0.0038,0.006409,5.239,24
4000,0.7794,0.000000,0.0038,0.006042,5.232,24
4100,0.7710,0.000000,0.0038,0.006226,5.230,24
4200,0.7798,0.000000,0.0038,0.005859,5.230,24
4300,0.7784,0.000000,0.0038,0.005920,5.232,24
4400,0.7816,0.000000,0.0038,0.005981,5.222,24
4500,0.7810,0.000000,0.0039,0.005981,5.229,24
4600,0.7811,0.000000,0.0039,0.005432,5.226,24
4700,0.7855,0.000000,0.0038,0.005981,5.224,22
4800,0.7727,0.000000,0.0038,0.005798,5.227,22
4900,0.7762,0.000000,0.0038,0.006042,5.232,22
5000,0.7783,0.000000,0.0038,0.005981,5.224,24
