epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7806,0.000000,0.0039,0.005371,5.198,24
100,0.7834,0.000000,0.0039,0.005432,5.210,24
200,0.7754,0.000000,0.0039,0.005981,5.217,24
300,0.7809,0.000000,0.0039,0.005981,5.218,24
400,0.7806,0.000000,0.0039,0.006165,5.216,22
500,0.7795,0.000000,0.0039,0.006409,5.214,24
600,0.7827,0.000000,0.0040,0.005981,5.209,24
700,0.7827,0.000000,0.0040,0.006287,5.218,22
800,0.7767,0.000000,0.0040,0.006348,5.210,22
900,0.7784,0.000000,0.0040,0.006348,5.211,24
1000,0.7770,0.000000,0.0040,0.006042,5.204,24
1100,0.7782,0.000000,0.0040,0.005981,5.217,22
1200,0.7820,0.000000,0.0040,0.005920,5.222,22
1300,0.7783,0.000000,0.0040,0.006104,5.224,21
1400,0.7837,0.000000,0.0040,0.005981,5.217,22
1500,0.7788,0.000000,0.0040,0.005798,5.221,22
1600,0.7836,0.000000,0.0040,0.006042,5.224,22
1700,0.7770,0.000000,0.0040,0.006348,5.231,22
1800,0.7822,0.000000,0.0040,0.006653,5.225,22
1900,0.7795,0.000000,0.0040,0.006287,5.222,22
2000,0.7793,0.000000,0.0040,0.006531,5.214,24
2100,0.7816,0.000000,0.0040,0.005859,5.208,24
2200,0.7823,0.000000,0.0040,0.005859,5.222,24
2300,0.7816,0.000000,0.0040,0.005493,5.229,26
2400,0.7755,0.000000,0.0040,0.006104,5.228,26
2500,0.7770,0.000000,0.0040,0.006042,5.235,26
2600,0.7792,0.000000,0.0040,0.005981,5.231,22
2700,0.7782,0.000000,0.0040,0.005737,5.238,22
2800,0.7793,0.000000,0.0040,0.005920,5.250,24
2900,0.7781,0.000000,0.0040,0.005737,5.258,24
3000,0.7811,0.000000,0.0040,0.006042,5.250,24
3100,0.7821,0.000000,0.0040,0.006104,5.252,24
3200,0.7803,0.000000,0.0040,0.006104,5.255,24
3300,0.7799,0.000000,0.0040,0.006348,5.250,24
3400,0.7804,0.000000,0.0040,0.006042,5.244,24
3500,0.7759,0.000000,0.0040,0.006348,5.243,24
3600,0.7833,0.000000,0.0040,0.006104,5.247,24
3700,0.7821,0.000000,0.0040,0.005981,5.247,24
3800,0.7855,0.000000,0.0040,0.005493,5.231,24
3900,0.7803,0.000000,0.0039,0.005432,5.236,24
4000,0.7775,0.000000,0.0039,0.005432,5.235,24
4100,0.7773,0.000000,0.0039,0.004944,5.230,24
4200,0.7773,0.000000,0.0039,0.005127,5.234,22
4300,0.7819,0.000000,0.0039,0.004822,5.237,22
4400,0.7794,0.000000,0.0039,0.004944,5.242,22
4500,0.7776,0.000000,0.0039,0.004822,5.235,24
4600,0.7776,0.000000,0.0039,0.004761,5.220,24
4700,0.7753,0.000000,0.0039,0.004883,5.224,24
4800,0.7755,0.000000,0.0039,0.004883,5.214,24
4900,0.7822,0.000000,0.0039,0.005066,5.215,24
5000,0.7719,0.000000,0.0039,0.005371,5.215,24
5100,0.7849,0.000000,0.0039,0.005615,5.213,24
5200,0.7766,0.000000,0.0039,0.005737,5.221,24
5300,0.7811,0.000000,0.0039,0.005493,5.206,26
5400,0.7760,0.000000,0.0039,0.005798,5.207,26
5500,0.7793,0.000000,0.0039,0.005798,5.215,26
5600,0.7784,0.000000,0.0039,0.005676,5.231,26
5700,0.7826,0.000000,0.0039,0.005737,5.229,28
5800,0.7721,0.000000,0.0040,0.006165,5.228,26
5900,0.7795,0.000000,0.0040,0.005920,5.217,26
6000,0.7847,0.000000,0.0039,0.006104,5.221,26
6100,0.7788,0.000000,0.0039,0.005798,5.225,26
6200,0.7769,0.000000,0.0039,0.005615,5.225,26
6300,0.7753,0.000000,0.0039,0.005798,5.228,26
6400,0.7809,0.000000,0.0039,0.005737,5.231,26
6500,0.7745,0.000000,0.0039,0.005798,5.235,26
6600,0.7826,0.000000,0.0039,0.005676,5.241,26
6700,0.7828,0.000000,0.0039,0.005554,5.238,26
6800,0.7776,0.000000,0.0039,0.005310,5.228,26
6900,0.7836,0.000000,0.0039,0.005615,5.244,26
7000,0.7762,0.000000,0.0039,0.005737,5.238,24
7100,0.7781,0.000000,0.0039,0.005432,5.235,22
7200,0.7823,0.000000,0.0039,0.005249,5.235,22
7300,0.7776,0.000000,0.0039,0.005249,5.231,21
7400,0.7784,0.000000,0.0039,0.005066,5.223,22
7500,0.7769,0.000000,0.0039,0.005737,5.217,22
7600,0.7791,0.000000,0.0039,0.005554,5.211,20
7700,0.7800,0.000000,0.0040,0.005005,5.201,22
7800,0.7799,0.000000,0.0040,0.005066,5.202,22
7900,0.7776,0.000000,0.0040,0.005432,5.201,22
8000,0.7788,0.000000,0.0039,0.005310,5.201,22
8100,0.7786,0.000000,0.0040,0.005859,5.204,22
8200,0.7777,0.000000,0.0040,0.005493,5.193,22
8300,0.7805,0.000000,0.0040,0.005615,5.194,22
8400,0.7756,0.000000,0.0040,0.005615,5.187,22
8500,0.7759,0.000000,0.0040,0.005371,5.181,22
8600,0.7822,0.000000,0.0040,0.005554,5.178,22
8700,0.7831,0.000000,0.0040,0.005615,5.185,24
8800,0.7798,0.000000,0.0040,0.005676,5.186,24
8900,0.7786,0.000000,0.0040,0.005676,5.192,22
9000,0.7745,0.000000,0.0040,0.005676,5.195,22
9100,0.7731,0.000000,0.0040,0.005920,5.193,22
9200,0.7743,0.000000,0.0039,0.005615,5.192,24
9300,0.7786,0.000000,0.0039,0.005676,5.184,24
9400,0.7797,0.000000,0.0039,0.005981,5.177,24
9500,0.7850,0.000000,0.0040,0.006042,5.176,24
9600,0.7863,0.000000,0.0040,0.006165,5.174,24
9700,0.7754,0.000000,0.0040,0.006409,5.177,26
9800,0.7775,0.000000,0.0040,0.006409,5.181,26
9900,0.7804,0.000000,0.0040,0.006165,5.178,26
10000,0.7827,0.000000,0.0040,0.006287,5.175,26
10100,0.7841,0.000000,0.0040,0.005920,5.171,26
10200,0.7808,0.000000,0.0040,0.005554,5.178,24
10300,0.7859,0.000000,0.0040,0.005188,5.185,22
10400,0.7797,0.000000,0.0040,0.004883,5.174,22
10500,0.7811,0.000000,0.0040,0.004456,5.173,22
10600,0.7852,0.000000,0.0040,0.005066,5.171,22
10700,0.7802,0.000000,0.0040,0.005127,5.179,22
10800,0.7709,0.000000,0.0040,0.005249,5.176,22
10900,0.7787,0.000000,0.0040,0.005737,5.179,24
11000,0.7805,0.000000,0.0040,0.005676,5.179,24
11100,0.7810,0.000000,0.0040,0.006226,5.171,24
11200,0.7749,0.000000,0.0040,0.006104,5.178,24
11300,0.7847,0.000000,0.0039,0.005798,5.173,24
11400,0.7776,0.000000,0.0040,0.005920,5.174,24
11500,0.7793,0.000000,0.0039,0.006042,5.180,26
11600,0.7809,0.000000,0.0039,0.005554,5.180,26
11700,0.7792,0.000000,0.0040,0.005554,5.185,26
11800,0.7781,0.000000,0.0040,0.005737,5.185,26
11900,0.7817,0.000000,0.0040,0.005310,5.188,26
12000,0.7766,0.000000,0.0039,0.004944,5.191,26
12100,0.7792,0.000000,0.0040,0.005554,5.199,24
12200,0.7776,0.000000,0.0040,0.005798,5.211,24
12300,0.7792,0.000000,0.0040,0.005737,5.211,24
12400,0.7808,0.000000,0.0040,0.005981,5.220,24
12500,0.7765,0.000000,0.0040,0.006165,5.214,22
12600,0.7850,0.000000,0.0040,0.006287,5.221,22
12700,0.7804,0.000000,0.0040,0.006653,5.210,22
12800,0.7771,0.000000,0.0040,0.007141,5.214,22
12900,0.7780,0.000000,0.0040,0.006897,5.202,22
13000,0.7823,0.000000,0.0040,0.007202,5.208,22
13100,0.7751,0.000000,0.0040,0.006897,5.205,22
13200,0.7806,0.000000,0.0040,0.006958,5.212,22
13300,0.7778,0.000000,0.0040,0.006348,5.223,22
13400,0.7765,0.000000,0.0040,0.006531,5.227,22
13500,0.7792,0.000000,0.0040,0.006165,5.221,24
13600,0.7788,0.000000,0.0040,0.006165,5.220,24
13700,0.7770,0.000000,0.0039,0.006409,5.207,22
13800,0.7812,0.000000,0.0039,0.006592,5.210,22
13900,0.7798,0.000000,0.0040,0.006165,5.222,22
14000,0.7767,0.000000,0.0040,0.006775,5.244,22
