epoch,selected_frac,func_repl_frac,zero_frac
0,0.7861,0.000000,0.0039
100,0.7770,0.000000,0.0039
200,0.7777,0.000000,0.0039
300,0.7803,0.000000,0.0039
400,0.7811,0.000000,0.0039
500,0.7815,0.000000,0.0039
600,0.7754,0.000000,0.0039
700,0.7731,0.000000,0.0039
800,0.7762,0.000000,0.0040
900,0.7821,0.000000,0.0039
1000,0.7749,0.000000,0.0039
1100,0.7842,0.000000,0.0040
1200,0.7758,0.000000,0.0040
1300,0.7781,0.079712,0.0037
1400,0.7825,0.876831,0.0003
1500,0.7817,0.884277,0.0005
1600,0.7803,0.933350,0.0007
1700,0.7802,0.965149,0.0005
1800,0.7806,0.969177,0.0003
1900,0.7839,0.970764,0.0007
2000,0.7750,0.974854,0.0012
2100,0.7825,0.974487,0.0012
2200,0.7744,0.976562,0.0017
2300,0.7811,0.974060,0.0019
2400,0.7771,0.976196,0.0013
2500,0.7756,0.979492,0.0016
2600,0.7805,0.981567,0.0013
2700,0.7742,0.981873,0.0016
2800,0.7823,0.978516,0.0012
2900,0.7776,0.983765,0.0022
3000,0.7770,0.984680,0.0019
3100,0.7775,0.982178,0.0025
3200,0.7776,0.984802,0.0020
3300,0.7823,0.983765,0.0018
