epoch,selected_frac,func_repl_frac,zero_frac
0,0.7767,0.000000,0.0039
100,0.7791,0.000000,0.0039
200,0.7793,0.000000,0.0038
300,0.7764,0.000000,0.0038
400,0.7792,0.000000,0.0039
500,0.7784,0.000000,0.0039
600,0.7804,0.000000,0.0039
700,0.7781,0.000000,0.0039
800,0.7810,0.000000,0.0039
900,0.7809,0.000000,0.0039
1000,0.7788,0.000000,0.0039
1100,0.7764,0.000000,0.0039
1200,0.7764,0.000000,0.0039
1300,0.7786,0.000000,0.0039
1400,0.7762,0.000000,0.0039
1500,0.7794,0.000000,0.0039
1600,0.7806,0.000000,0.0039
1700,0.7794,0.000000,0.0039
1800,0.7836,0.000000,0.0039
1900,0.7784,0.000000,0.0039
2000,0.7811,0.000000,0.0039
2100,0.7778,0.000000,0.0039
2200,0.7780,0.000000,0.0039
2300,0.7761,0.000000,0.0039
2400,0.7765,0.000000,0.0039
2500,0.7762,0.000000,0.0040
2600,0.7786,0.000000,0.0039
2700,0.7838,0.000000,0.0039
2800,0.7832,0.000000,0.0040
2900,0.7809,0.000000,0.0040
3000,0.7756,0.000000,0.0040
3100,0.7797,0.000000,0.0039
3200,0.7784,0.000000,0.0040
3300,0.7844,0.000000,0.0039
3400,0.7745,0.000000,0.0039
3500,0.7826,0.000000,0.0039
3600,0.7761,0.000000,0.0039
3700,0.7838,0.000000,0.0039
3800,0.7747,0.000000,0.0039
3900,0.7831,0.000000,0.0039
4000,0.7794,0.000000,0.0039
4100,0.7710,0.000000,0.0039
4200,0.7798,0.000000,0.0039
4300,0.7784,0.000000,0.0039
4400,0.7816,0.000000,0.0039
4500,0.7810,0.000000,0.0039
4600,0.7811,0.000000,0.0039
4700,0.7855,0.000000,0.0038
4800,0.7727,0.017029,0.0038
4900,0.7762,0.907288,0.0001
5000,0.7783,0.921875,0.0002
5100,0.7767,0.951111,0.0004
5200,0.7808,0.965393,0.0005
5300,0.7732,0.972595,0.0006
5400,0.7808,0.977783,0.0007
5500,0.7845,0.977722,0.0008
5600,0.7805,0.978455,0.0010
5700,0.7736,0.982849,0.0010
5800,0.7777,0.981140,0.0008
5900,0.7729,0.981689,0.0008
6000,0.7775,0.982117,0.0007
6100,0.7782,0.984436,0.0008
6200,0.7738,0.984680,0.0008
6300,0.7783,0.984009,0.0009
6400,0.7812,0.983093,0.0012
6500,0.7783,0.985901,0.0010
6600,0.7773,0.985901,0.0014
6700,0.7733,0.983948,0.0011
6800,0.7792,0.981995,0.0018
6900,0.7742,0.984619,0.0018
