epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7861,0.000000,0.0039,0.005981,5.222,22
50,0.7751,0.000000,0.0039,0.005981,5.222,22
100,0.7770,0.000000,0.0039,0.005981,5.222,22
150,0.7777,0.000000,0.0039,0.005981,5.222,22
200,0.7777,0.000000,0.0039,0.005981,5.222,22
250,0.7810,0.000000,0.0039,0.005981,5.222,22
300,0.7803,0.000000,0.0039,0.005981,5.222,22
350,0.7791,0.000000,0.0039,0.005981,5.222,22
400,0.7811,0.000000,0.0039,0.005981,5.222,22
450,0.7723,0.000000,0.0039,0.005981,5.222,22
500,0.7815,0.000000,0.0039,0.005981,5.222,22
550,0.7781,0.000000,0.0039,0.005981,5.222,22
600,0.7754,0.000000,0.0039,0.005981,5.222,22
650,0.7803,0.000000,0.0039,0.005981,5.222,22
700,0.7731,0.000000,0.0039,0.005981,5.222,22
750,0.7841,0.000000,0.0039,0.005981,5.222,22
800,0.7762,0.000000,0.0039,0.005981,5.222,22
850,0.7810,0.000000,0.0039,0.005981,5.222,22
900,0.7821,0.000000,0.0039,0.005981,5.222,22
950,0.7784,0.000000,0.0039,0.005981,5.222,22
1000,0.7749,0.000000,0.0039,0.005981,5.222,22
1050,0.7804,0.000000,0.0039,0.005981,5.222,22
1100,0.7842,0.000000,0.0039,0.005981,5.222,22
1150,0.7855,0.000000,0.0039,0.005981,5.222,22
1200,0.7758,0.000000,0.0039,0.005981,5.222,22
1250,0.7792,0.000000,0.0039,0.005981,5.222,22
1300,0.7781,0.000000,0.0039,0.005981,5.222,22
1350,0.7803,0.000000,0.0039,0.005981,5.222,22
1400,0.7825,0.000000,0.0039,0.005981,5.222,22
1450,0.7786,0.000000,0.0039,0.005981,5.222,22
1500,0.7817,0.000000,0.0039,0.005981,5.222,22
1550,0.7820,0.000000,0.0039,0.005981,5.222,22
1600,0.7803,0.000000,0.0039,0.005981,5.222,22
1650,0.7811,0.000000,0.0039,0.005981,5.222,22
1700,0.7802,0.000000,0.0039,0.005981,5.222,22
1750,0.7792,0.000000,0.0039,0.005981,5.222,22
1800,0.7806,0.000000,0.0039,0.005981,5.222,22
1850,0.7758,0.000000,0.0039,0.005981,5.222,22
1900,0.7839,0.000000,0.0039,0.005981,5.222,22
1950,0.7812,0.000000,0.0039,0.005981,5.222,22
2000,0.7750,0.000000,0.0039,0.005981,5.222,22
2050,0.7832,0.000000,0.0039,0.005981,5.222,22
2100,0.7825,0.000000,0.0039,0.005981,5.222,22
2150,0.7792,0.000000,0.0039,0.005981,5.222,22
2200,0.7744,0.000000,0.0039,0.005981,5.222,22
2250,0.7749,0.000000,0.0039,0.005981,5.222,22
2300,0.7811,0.000000,0.0039,0.005981,5.222,22
2350,0.7800,0.000000,0.0039,0.005981,5.222,22
2400,0.7771,0.000000,0.0039,0.005981,5.222,22
2450,0.7734,0.000000,0.0039,0.005981,5.222,22
2500,0.7756,0.000000,0.0039,0.005981,5.222,22
2550,0.7778,0.000000,0.0039,0.005981,5.222,22
2600,0.7805,0.000000,0.0039,0.005981,5.222,22
2650,0.7832,0.000000,0.0039,0.005981,5.222,22
2700,0.7742,0.000000,0.0039,0.005981,5.222,22
2750,0.7780,0.000000,0.0039,0.005981,5.222,22
2800,0.7823,0.000000,0.0039,0.005981,5.222,22
2850,0.7794,0.000000,0.0039,0.005981,5.222,22
2900,0.7776,0.000000,0.0039,0.005981,5.222,22
2950,0.7761,0.000000,0.0039,0.005981,5.222,22
3000,0.7770,0.000000,0.0039,0.005981,5.222,22
3050,0.7799,0.000000,0.0039,0.005981,5.222,22
3100,0.7775,0.000000,0.0039,0.005981,5.222,22
3150,0.7751,0.000000,0.0039,0.005981,5.222,22
3200,0.7776,0.000000,0.0039,0.005981,5.222,22
3250,0.7798,0.000000,0.0039,0.005981,5.222,22
3300,0.7823,0.000000,0.0039,0.005981,5.222,22
3350,0.7783,0.000000,0.0039,0.005981,5.222,22
3400,0.7728,0.000000,0.0039,0.005981,5.222,22
3450,0.7786,0.000000,0.0039,0.005981,5.222,22
3500,0.7750,0.000000,0.0039,0.005981,5.222,22
3550,0.7795,0.000000,0.0039,0.005981,5.222,22
3600,0.7769,0.000000,0.0039,0.005981,5.222,22
3650,0.7781,0.000000,0.0039,0.005981,5.222,22
3700,0.7858,0.000000,0.0039,0.005981,5.222,22
3750,0.7765,0.000000,0.0039,0.005981,5.222,22
3800,0.7788,0.000000,0.0039,0.005981,5.222,22
3850,0.7828,0.000000,0.0039,0.005981,5.222,22
3900,0.7788,0.000000,0.0039,0.005981,5.222,22
3950,0.7781,0.000000,0.0039,0.005981,5.222,22
4000,0.7765,0.000000,0.0039,0.005981,5.222,22
4050,0.7815,0.000000,0.0039,0.005981,5.222,22
4100,0.7809,0.000000,0.0039,0.005981,5.222,22
4150,0.7847,0.000000,0.0039,0.005981,5.222,22
4200,0.7811,0.000000,0.0039,0.005981,5.222,22
4250,0.7781,0.000000,0.0039,0.005981,5.222,22
4300,0.7820,0.000000,0.0039,0.005981,5.222,22
4350,0.7758,0.000000,0.0039,0.005981,5.222,22
4400,0.7815,0.000000,0.0039,0.005981,5.222,22
4450,0.7815,0.000000,0.0039,0.005981,5.222,22
4500,0.7815,0.000000,0.0039,0.005981,5.222,22
4550,0.7788,0.000000,0.0039,0.005981,5.222,22
4600,0.7769,0.000000,0.0039,0.005981,5.222,22
4650,0.7806,0.000000,0.0039,0.005981,5.222,22
4700,0.7811,0.000000,0.0039,0.005981,5.222,22
4750,0.7792,0.000000,0.0039,0.005981,5.222,22
4800,0.7762,0.000000,0.0039,0.005981,5.222,22
4850,0.7812,0.000000,0.0039,0.005981,5.222,22
4900,0.7797,0.000000,0.0039,0.005981,5.222,22
4950,0.7806,0.000000,0.0039,0.005981,5.222,22
5000,0.7792,0.000000,0.0039,0.005981,5.222,22
5050,0.7814,0.000000,0.0039,0.005981,5.222,22
5100,0.7821,0.000000,0.0039,0.005981,5.222,22
5150,0.7802,0.000000,0.0039,0.005981,5.222,22
5200,0.7843,0.000000,0.0039,0.005981,5.222,22
5250,0.7891,0.000000,0.0039,0.005981,5.222,22
5300,0.7816,0.000000,0.0039,0.005981,5.222,22
5350,0.7783,0.000000,0.0039,0.005981,5.222,22
5400,0.7764,0.000000,0.0039,0.005981,5.222,22
5450,0.7832,0.000000,0.0039,0.005981,5.222,22
5500,0.7773,0.000000,0.0039,0.005981,5.222,22
5550,0.7809,0.000000,0.0039,0.005981,5.222,22
5600,0.7836,0.000000,0.0039,0.005981,5.222,22
5650,0.7822,0.000000,0.0039,0.005981,5.222,22
5700,0.7733,0.000000,0.0039,0.005981,5.222,22
5750,0.7844,0.000000,0.0039,0.005981,5.222,22
5800,0.7766,0.000000,0.0039,0.005981,5.222,22
5850,0.7719,0.000000,0.0039,0.005981,5.222,22
