epoch,selected_frac,func_repl_frac,zero_frac
0,0.7767,0.000000,0.0039
100,0.7791,0.000000,0.0039
200,0.7793,0.000000,0.0038
300,0.7764,0.000000,0.0038
400,0.7792,0.000000,0.0039
500,0.7784,0.000000,0.0039
600,0.7804,0.000000,0.0039
700,0.7781,0.002258,0.0039
800,0.7810,0.969299,0.0002
900,0.7809,0.976013,0.0001
1000,0.7788,0.976257,0.0003
1100,0.7764,0.981201,0.0005
1200,0.7764,0.980591,0.0005
1300,0.7786,0.985107,0.0007
1400,0.7762,0.983093,0.0006
1500,0.7794,0.986877,0.0005
1600,0.7806,0.987305,0.0005
1700,0.7794,0.987427,0.0006
1800,0.7836,0.987305,0.0013
1900,0.7784,0.984741,0.0011
2000,0.7811,0.988525,0.0022
2100,0.7778,0.988220,0.0023
2200,0.7780,0.989319,0.0027
2300,0.7761,0.986450,0.0024
2400,0.7765,0.987488,0.0029
2500,0.7762,0.989929,0.0036
2600,0.7786,0.990479,0.0034
2700,0.7838,0.987549,0.0030
2800,0.7832,0.989502,0.0024
