epoch,selected_frac,repl_sig_frac,ldir_frac,loadpush_frac,func_repl_frac,true_repl_frac,solve_frac,niches_solved,avg_steps,halt_frac,uniq_frac,zero_frac
1975,0.7759,0.8159,0.0000,0.8159,0.1187,0.1174,0.0000,0,498.3,0.0317,0.9844,0.1630
2000,0.7811,0.8262,0.0000,0.8262,0.1335,0.1321,0.0000,0,501.7,0.0237,0.9941,0.1509
2025,0.7797,0.8210,0.0000,0.8210,0.1240,0.1211,0.0000,0,500.5,0.0266,0.9883,0.1591
2050,0.7780,0.8206,0.0000,0.8206,0.1243,0.1226,0.0000,0,499.6,0.0281,0.9863,0.1590
2075,0.7773,0.8137,0.0002,0.8137,0.1362,0.1340,0.0000,0,500.9,0.0251,0.9863,0.1636
2100,0.7778,0.8269,0.0000,0.8269,0.1445,0.1431,0.0000,0,502.0,0.0232,0.9883,0.1543
2125,0.7803,0.8127,0.0000,0.8127,0.1301,0.1292,0.0000,0,498.6,0.0317,0.9902,0.1632
2150,0.7775,0.8145,0.0000,0.8145,0.1243,0.1226,0.0000,0,502.4,0.0229,0.9785,0.1569
2175,0.7773,0.8074,0.0000,0.8074,0.1191,0.1184,0.0000,0,501.1,0.0247,0.9883,0.1622
2200,0.7780,0.8025,0.0000,0.8025,0.1257,0.1243,0.0000,0,499.8,0.0269,0.9922,0.1667
2225,0.7777,0.8005,0.0000,0.8005,0.1316,0.1309,0.0000,0,502.6,0.0222,0.9844,0.1647
2250,0.7802,0.8125,0.0000,0.8125,0.1262,0.1250,0.0000,0,501.2,0.0249,0.9785,0.1644
2275,0.7739,0.8191,0.0000,0.8191,0.1245,0.1228,0.0000,0,500.7,0.0271,0.9883,0.1613
2300,0.7761,0.8159,0.0000,0.8159,0.1204,0.1182,0.0000,0,502.1,0.0239,0.9727,0.1610
2325,0.7778,0.8030,0.0000,0.8030,0.1228,0.1218,0.0000,0,501.7,0.0242,0.9902,0.1662
2350,0.7766,0.8047,0.0000,0.8047,0.1343,0.1338,0.0000,0,502.2,0.0232,0.9883,0.1666
2375,0.7823,0.8057,0.0000,0.8057,0.1255,0.1248,0.0000,0,503.0,0.0212,0.9785,0.1649
2400,0.7765,0.8015,0.0000,0.8015,0.1306,0.1294,0.0000,0,500.3,0.0278,0.9824,0.1687
2425,0.7810,0.8083,0.0000,0.8083,0.1067,0.1062,0.0000,0,500.6,0.0256,0.9844,0.1632
2450,0.7811,0.8086,0.0000,0.8086,0.1267,0.1252,0.0000,0,501.9,0.0254,0.9902,0.1616
2475,0.7811,0.8206,0.0000,0.8206,0.1179,0.1169,0.0000,0,501.7,0.0234,0.9766,0.1625
2500,0.7762,0.8149,0.0000,0.8149,0.1184,0.1177,0.0000,0,501.5,0.0247,0.9902,0.1609
2525,0.7799,0.8022,0.0000,0.8022,0.1179,0.1165,0.0000,0,501.7,0.0232,0.9902,0.1694
2550,0.7799,0.8147,0.0000,0.8147,0.1265,0.1252,0.0000,0,501.0,0.0251,0.9844,0.1641
2575,0.7789,0.8101,0.0000,0.8101,0.1262,0.1252,0.0000,0,498.6,0.0315,0.9863,0.1656
2600,0.7786,0.8193,0.0000,0.8193,0.1201,0.1191,0.0000,0,500.5,0.0271,0.9883,0.1634
2625,0.7841,0.8159,0.0000,0.8159,0.1179,0.1174,0.0000,0,502.7,0.0210,0.9746,0.1637
2650,0.7843,0.8213,0.0002,0.8213,0.1230,0.1218,0.0000,0,499.9,0.0271,0.9883,0.1571
2675,0.7772,0.8020,0.0000,0.8020,0.1235,0.1228,0.0000,0,498.9,0.0305,0.9863,0.1640
2700,0.7838,0.7986,0.0000,0.7986,0.1235,0.1223,0.0000,0,502.4,0.0225,0.9922,0.1667
2725,0.7811,0.8052,0.0000,0.8052,0.1306,0.1301,0.0000,0,499.4,0.0298,0.9805,0.1581
2750,0.7820,0.8032,0.0000,0.8032,0.1233,0.1211,0.0000,0,500.7,0.0251,0.9941,0.1696
2775,0.7748,0.8000,0.0000,0.8000,0.1184,0.1179,0.0000,0,500.6,0.0256,0.9805,0.1702
2800,0.7832,0.8135,0.0000,0.8135,0.1182,0.1172,0.0000,0,498.1,0.0300,0.9941,0.1647
2825,0.7780,0.8030,0.0000,0.8030,0.1150,0.1143,0.0000,0,496.8,0.0354,0.9883,0.1718
2850,0.7797,0.8091,0.0000,0.8091,0.1226,0.1218,0.0000,0,500.3,0.0276,0.9824,0.1661
2875,0.7820,0.8049,0.0000,0.8049,0.1082,0.1077,0.0000,0,500.2,0.0276,0.9902,0.1663
2900,0.7809,0.8035,0.0000,0.8035,0.1182,0.1179,0.0000,0,500.1,0.0273,0.9863,0.1682
2925,0.7803,0.8093,0.0000,0.8093,0.1226,0.1208,0.0000,0,499.7,0.0288,0.9844,0.1571
2950,0.7776,0.8123,0.0000,0.8123,0.1243,0.1228,0.0000,0,499.9,0.0278,0.9824,0.1607
2975,0.7772,0.8071,0.0000,0.8071,0.1406,0.1394,0.0000,0,500.0,0.0264,0.9922,0.1567
3000,0.7756,0.8062,0.0000,0.8062,0.1201,0.1189,0.0000,0,500.9,0.0273,0.9863,0.1579
3025,0.7805,0.7988,0.0000,0.7988,0.1155,0.1147,0.0000,0,499.0,0.0300,0.9805,0.1652
3050,0.7848,0.8008,0.0000,0.8008,0.1133,0.1123,0.0000,0,500.5,0.0283,0.9883,0.1672
3075,0.7816,0.8130,0.0000,0.8130,0.1277,0.1265,0.0000,0,499.6,0.0281,0.9902,0.1630
3100,0.7797,0.8171,0.0000,0.8171,0.1301,0.1282,0.0000,0,499.2,0.0303,0.9883,0.1609
3125,0.7778,0.8066,0.0000,0.8066,0.1399,0.1392,0.0000,0,500.0,0.0264,0.9824,0.1617
3150,0.7805,0.8096,0.0000,0.8096,0.1250,0.1243,0.0000,0,500.2,0.0298,0.9883,0.1657
3175,0.7806,0.8181,0.0000,0.8181,0.1189,0.1184,0.0000,0,499.4,0.0295,0.9863,0.1620
3200,0.7784,0.8181,0.0000,0.8181,0.1299,0.1294,0.0000,0,501.4,0.0254,0.9883,0.1526
3225,0.7804,0.8193,0.0000,0.8193,0.1387,0.1384,0.0000,0,502.1,0.0234,0.9902,0.1541
3250,0.7814,0.8049,0.0000,0.8049,0.1379,0.1372,0.0000,0,500.8,0.0269,0.9824,0.1513
3275,0.7823,0.8240,0.0000,0.8240,0.1252,0.1243,0.0000,0,500.6,0.0266,0.9766,0.1466
3300,0.7844,0.8267,0.0000,0.8267,0.1245,0.1230,0.0000,0,501.6,0.0261,0.9922,0.1469
3325,0.7771,0.8262,0.0000,0.8262,0.1160,0.1147,0.0000,0,500.4,0.0271,0.9883,0.1568
3350,0.7769,0.8254,0.0000,0.8254,0.1160,0.1145,0.0000,0,500.0,0.0271,0.9902,0.1547
3375,0.7831,0.8335,0.0000,0.8335,0.1187,0.1177,0.0000,0,500.1,0.0269,0.9863,0.1540
3400,0.7745,0.8179,0.0000,0.8179,0.1177,0.1167,0.0000,0,500.1,0.0288,0.9902,0.1541
3425,0.7792,0.8083,0.0000,0.8083,0.1169,0.1157,0.0000,0,501.4,0.0251,0.9902,0.1612
3450,0.7795,0.8274,0.0000,0.8274,0.1321,0.1311,0.0000,0,499.9,0.0281,0.9727,0.1522
3475,0.7841,0.8152,0.0000,0.8152,0.1194,0.1184,0.0000,0,498.9,0.0303,0.9922,0.1535
3500,0.7826,0.8218,0.0000,0.8218,0.1255,0.1255,0.0000,0,500.1,0.0281,0.9824,0.1593
3525,0.7806,0.8206,0.0000,0.8206,0.1338,0.1338,0.0000,0,499.0,0.0300,0.9746,0.1478
3550,0.7762,0.8010,0.0000,0.8010,0.1453,0.1438,0.0000,0,501.4,0.0264,0.9805,0.1456
3575,0.7792,0.8115,0.0000,0.8115,0.1333,0.1331,0.0000,0,500.3,0.0269,0.9648,0.1477
3600,0.7761,0.8250,0.0000,0.8250,0.1382,0.1377,0.0000,0,500.1,0.0266,0.9863,0.1463
3625,0.7875,0.8435,0.0000,0.8435,0.1470,0.1462,0.0000,0,500.2,0.0276,0.9746,0.1362
3650,0.7769,0.8345,0.0000,0.8345,0.1353,0.1353,0.0000,0,500.7,0.0259,0.9707,0.1427
3675,0.7836,0.8303,0.0000,0.8303,0.1382,0.1367,0.0000,0,499.6,0.0295,0.9844,0.1391
3700,0.7838,0.8281,0.0002,0.8281,0.1365,0.1360,0.0000,0,498.9,0.0300,0.9785,0.1361
3725,0.7773,0.8320,0.0002,0.8320,0.1318,0.1306,0.0000,0,501.2,0.0259,0.9863,0.1392
3750,0.7847,0.8262,0.0000,0.8262,0.1335,0.1326,0.0000,0,500.4,0.0283,0.9824,0.1423
3775,0.7717,0.8176,0.0000,0.8176,0.1218,0.1208,0.0000,0,501.8,0.0242,0.9980,0.1509
3800,0.7747,0.8303,0.0002,0.8303,0.1128,0.1116,0.0000,0,501.8,0.0259,0.9863,0.1418
3825,0.7791,0.8159,0.0000,0.8159,0.1162,0.1152,0.0000,0,503.0,0.0208,0.9805,0.1509
3850,0.7800,0.8225,0.0000,0.8225,0.1162,0.1157,0.0000,0,501.5,0.0237,0.9824,0.1409
3875,0.7777,0.8257,0.0002,0.8257,0.1177,0.1167,0.0000,0,501.6,0.0242,0.9805,0.1457
3900,0.7831,0.8188,0.0000,0.8188,0.1174,0.1167,0.0000,0,501.4,0.0251,0.9863,0.1498
3925,0.7804,0.8120,0.0002,0.8120,0.1206,0.1201,0.0000,0,502.3,0.0234,0.9863,0.1568
3950,0.7740,0.8306,0.0002,0.8306,0.1252,0.1250,0.0000,0,500.9,0.0259,0.9902,0.1452
3975,0.7831,0.8193,0.0000,0.8193,0.1199,0.1174,0.0000,0,498.5,0.0315,0.9902,0.1512
4000,0.7794,0.8228,0.0000,0.8228,0.1292,0.1284,0.0000,0,498.6,0.0312,0.9824,0.1345
4025,0.7819,0.8259,0.0000,0.8259,0.1223,0.1208,0.0000,0,499.2,0.0291,0.9922,0.1434
4050,0.7798,0.8110,0.0000,0.8110,0.1265,0.1250,0.0000,0,499.2,0.0308,0.9980,0.1527
4075,0.7832,0.8157,0.0002,0.8154,0.1340,0.1335,0.0000,0,499.6,0.0276,0.9883,0.1476
4100,0.7710,0.8311,0.0002,0.8311,0.1265,0.1257,0.0000,0,499.5,0.0305,0.9902,0.1437
4125,0.7800,0.8147,0.0000,0.8147,0.1152,0.1147,0.0000,0,502.2,0.0227,0.9824,0.1456
4150,0.7804,0.8267,0.0000,0.8267,0.1270,0.1267,0.0000,0,501.7,0.0234,0.9902,0.1478
4175,0.7794,0.8149,0.0000,0.8149,0.1228,0.1218,0.0000,0,498.5,0.0320,0.9805,0.1568
4200,0.7798,0.8301,0.0000,0.8301,0.1289,0.1284,0.0000,0,500.7,0.0261,0.9844,0.1426
4225,0.7809,0.8286,0.0000,0.8286,0.1458,0.1450,0.0000,0,500.8,0.0266,0.9844,0.1392
4250,0.7780,0.8254,0.0000,0.8254,0.1318,0.1311,0.0000,0,499.5,0.0278,0.9863,0.1431
4275,0.7759,0.8394,0.0000,0.8394,0.1335,0.1326,0.0000,0,499.6,0.0298,0.9824,0.1360
4300,0.7784,0.8411,0.0000,0.8411,0.1292,0.1277,0.0000,0,502.2,0.0232,0.9863,0.1362
4325,0.7792,0.8262,0.0000,0.8262,0.1323,0.1309,0.0000,0,502.4,0.0237,0.9824,0.1462
4350,0.7822,0.8364,0.0000,0.8364,0.1301,0.1301,0.0000,0,503.1,0.0220,0.9902,0.1338
4375,0.7767,0.8364,0.0000,0.8364,0.1201,0.1201,0.0000,0,502.2,0.0239,0.9941,0.1370
4400,0.7816,0.8403,0.0000,0.8403,0.1355,0.1353,0.0000,0,501.9,0.0251,0.9922,0.1372
4425,0.7819,0.8303,0.0002,0.8301,0.1221,0.1208,0.0000,0,502.4,0.0217,0.9883,0.1443
4450,0.7789,0.8147,0.0000,0.8147,0.1191,0.1179,0.0000,0,503.4,0.0217,0.9863,0.1448
4475,0.7798,0.8335,0.0000,0.8335,0.1287,0.1279,0.0000,0,500.3,0.0271,0.9902,0.1432
4500,0.7810,0.8228,0.0000,0.8228,0.1277,0.1277,0.0000,0,500.3,0.0271,0.9863,0.1431
4525,0.7804,0.8142,0.0000,0.8142,0.1235,0.1233,0.0000,0,501.5,0.0244,0.9883,0.1471
4550,0.7833,0.8186,0.0000,0.8186,0.1279,0.1272,0.0000,0,501.8,0.0251,0.9824,0.1452
4575,0.7802,0.8247,0.0000,0.8247,0.1211,0.1196,0.0000,0,499.9,0.0278,0.9902,0.1433
4600,0.7811,0.8325,0.0000,0.8325,0.1299,0.1294,0.0000,0,500.0,0.0278,0.9844,0.1416
4625,0.7780,0.8176,0.0000,0.8176,0.1292,0.1292,0.0000,0,503.6,0.0203,0.9844,0.1482
4650,0.7791,0.8140,0.0000,0.8140,0.1326,0.1321,0.0000,0,501.3,0.0269,0.9824,0.1435
4675,0.7806,0.8318,0.0000,0.8318,0.1360,0.1360,0.0000,0,501.2,0.0249,0.9824,0.1361
4700,0.7855,0.8264,0.0000,0.8264,0.1345,0.1331,0.0000,0,501.6,0.0247,0.9824,0.1411
4725,0.7804,0.8391,0.0000,0.8391,0.1365,0.1357,0.0000,0,502.2,0.0237,0.9883,0.1324
4750,0.7826,0.8306,0.0000,0.8306,0.1233,0.1221,0.0000,0,501.9,0.0239,0.9883,0.1310
4775,0.7828,0.8245,0.0000,0.8245,0.1270,0.1255,0.0000,0,499.6,0.0286,0.9785,0.1372
4800,0.7727,0.8167,0.0000,0.8167,0.1204,0.1199,0.0000,0,503.0,0.0210,0.9902,0.1495
4825,0.7782,0.8301,0.0000,0.8301,0.1218,0.1211,0.0000,0,499.3,0.0300,0.9922,0.1389
4850,0.7816,0.8303,0.0000,0.8303,0.1238,0.1230,0.0000,0,500.1,0.0286,0.9805,0.1388
4875,0.7806,0.8269,0.0000,0.8269,0.1318,0.1309,0.0000,0,503.3,0.0203,0.9902,0.1411
4900,0.7762,0.8279,0.0000,0.8279,0.1199,0.1187,0.0000,0,500.9,0.0273,0.9883,0.1431
4925,0.7806,0.8413,0.0000,0.8413,0.1226,0.1216,0.0000,0,502.9,0.0234,0.9844,0.1342
4950,0.7781,0.8381,0.0000,0.8381,0.1228,0.1216,0.0000,0,500.1,0.0271,0.9941,0.1372
4975,0.7797,0.8337,0.0000,0.8337,0.1248,0.1243,0.0000,0,501.7,0.0247,0.9844,0.1300
5000,0.7783,0.8333,0.0000,0.8333,0.1235,0.1218,0.0000,0,501.2,0.0261,0.9766,0.1311
