epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7856,0.000000,0.0039,0.006836,5.230,22
100,0.7787,0.000000,0.0040,0.006775,5.200,24
200,0.7804,0.000000,0.0040,0.006409,5.199,24
300,0.7814,0.000000,0.0040,0.006409,5.202,24
400,0.7789,0.000000,0.0040,0.005737,5.197,24
500,0.7781,0.000000,0.0040,0.006104,5.204,22
600,0.7784,0.000000,0.0040,0.006165,5.206,24
700,0.7776,0.000000,0.0040,0.006348,5.196,24
800,0.7819,0.000000,0.0040,0.005798,5.199,24
900,0.7802,0.000000,0.0040,0.004944,5.183,26
1000,0.7842,0.000000,0.0040,0.005371,5.195,26
1100,0.7776,0.425659,0.0023,0.014954,16.783,32
1200,0.7802,0.942932,0.0003,0.056396,31.529,32
1300,0.7811,0.966431,0.0004,0.032959,31.650,32
1400,0.7811,0.977783,0.0005,0.021729,31.729,32
1500,0.7844,0.981140,0.0010,0.018250,31.693,32
1600,0.7810,0.979309,0.0011,0.020203,31.683,32
1700,0.7809,0.980225,0.0012,0.019226,31.681,32
1800,0.7773,0.980042,0.0013,0.019409,31.697,32
1900,0.7798,0.980774,0.0014,0.018799,31.674,32
2000,0.7777,0.980103,0.0015,0.019104,31.661,32
2100,0.7753,0.980713,0.0013,0.018860,31.681,32
2200,0.7761,0.983765,0.0010,0.015503,31.691,32
2300,0.7827,0.982300,0.0009,0.017517,31.692,32
2400,0.7777,0.983643,0.0012,0.015747,31.686,32
2500,0.7795,0.984314,0.0013,0.015259,31.656,32
2600,0.7815,0.982849,0.0021,0.016907,31.666,32
2700,0.7799,0.981628,0.0018,0.017639,31.659,32
2800,0.7833,0.983459,0.0015,0.015442,31.626,32
2900,0.7776,0.983521,0.0010,0.015808,31.637,32
3000,0.7844,0.983582,0.0010,0.015808,31.624,32
3100,0.7727,0.984497,0.0012,0.014954,31.649,32
