epoch,selected_frac,copy_sig_frac,storeloop_frac,stackcopy_frac,func_repl_frac,true_repl_frac,solve_frac,niches_solved,avg_steps,halt_frac,uniq_frac,zero_frac
0,0.7767,0.5249,0.4634,0.1135,0.0000,0.0000,0.0000,0,41.2,0.9541,1.0000,0.0063
100,0.7791,0.1868,0.1523,0.0461,0.0000,0.0000,0.0000,0,38.0,0.9480,1.0000,0.0685
200,0.7793,0.1362,0.0986,0.0457,0.0000,0.0000,0.0000,0,31.1,0.9592,1.0000,0.0768
300,0.7764,0.1345,0.1023,0.0398,0.0000,0.0000,0.0000,0,28.5,0.9624,1.0000,0.0781
