epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7810,0.000000,0.0041,0.006592,5.287,22
100,0.7751,0.000000,0.0040,0.005127,5.137,20
200,0.7789,0.334473,0.0027,0.013672,14.350,32
300,0.7798,0.846191,0.0003,0.152344,30.419,32
400,0.7787,0.879395,0.0005,0.119873,30.504,32
500,0.7782,0.924072,0.0008,0.074951,30.765,32
600,0.7792,0.953613,0.0007,0.045166,31.161,32
700,0.7753,0.969238,0.0008,0.030762,31.535,32
800,0.7780,0.978027,0.0013,0.021240,31.637,32
900,0.7782,0.979980,0.0009,0.019531,31.678,32
1000,0.7805,0.979492,0.0010,0.020020,31.714,32
1100,0.7792,0.977539,0.0013,0.021484,31.699,32
1200,0.7798,0.983643,0.0010,0.015869,31.778,32
1300,0.7788,0.984131,0.0007,0.015625,31.746,32
1400,0.7796,0.982178,0.0007,0.017578,31.753,32
1500,0.7795,0.981689,0.0007,0.017578,31.743,32
1600,0.7793,0.986572,0.0007,0.012695,31.780,32
1700,0.7798,0.988281,0.0007,0.011230,31.785,32
1800,0.7772,0.982666,0.0008,0.016846,31.768,32
1900,0.7768,0.986328,0.0011,0.013184,31.760,32
2000,0.7792,0.985352,0.0011,0.013672,31.740,32
2100,0.7807,0.982666,0.0011,0.016846,31.736,32
2200,0.7794,0.983887,0.0011,0.016113,31.759,32
