epoch,selected_frac,func_repl_frac,zero_frac
0,0.7806,0.000000,0.0039
10,0.7789,0.000000,0.0039
20,0.7819,0.000916,0.0041
30,0.7823,0.005127,0.0040
40,0.7799,0.025208,0.0038
50,0.7748,0.097961,0.0034
60,0.7760,0.220764,0.0032
70,0.7814,0.379578,0.0030
80,0.7812,0.518188,0.0028
90,0.7838,0.625122,0.0027
100,0.7834,0.695740,0.0028
110,0.7753,0.723206,0.0028
120,0.7765,0.735229,0.0028
130,0.7799,0.739258,0.0027
140,0.7789,0.750244,0.0027
150,0.7815,0.749512,0.0031
160,0.7809,0.764832,0.0029
170,0.7805,0.768555,0.0028
180,0.7767,0.768799,0.0029
190,0.7792,0.772888,0.0028
200,0.7754,0.788696,0.0027
210,0.7788,0.786316,0.0026
220,0.7789,0.786865,0.0025
230,0.7761,0.789795,0.0023
240,0.7788,0.786682,0.0022
250,0.7806,0.781555,0.0022
260,0.7797,0.779724,0.0025
270,0.7760,0.791016,0.0024
280,0.7842,0.793030,0.0024
290,0.7825,0.791016,0.0023
300,0.7809,0.797913,0.0021
310,0.7792,0.787903,0.0020
320,0.7864,0.781738,0.0022
330,0.7808,0.795959,0.0022
340,0.7747,0.800354,0.0023
350,0.7773,0.798462,0.0023
360,0.7784,0.800598,0.0022
370,0.7770,0.796631,0.0022
380,0.7830,0.798645,0.0023
390,0.7793,0.800842,0.0022
400,0.7806,0.809143,0.0021
410,0.7777,0.813293,0.0023
420,0.7852,0.811157,0.0021
430,0.7758,0.800415,0.0021
440,0.7822,0.809509,0.0022
450,0.7778,0.810364,0.0024
460,0.7733,0.800781,0.0023
470,0.7832,0.800110,0.0024
480,0.7781,0.789001,0.0024
490,0.7770,0.786621,0.0027
500,0.7795,0.784973,0.0028
510,0.7816,0.795471,0.0028
520,0.7837,0.793091,0.0024
530,0.7784,0.804565,0.0024
540,0.7838,0.803833,0.0023
550,0.7766,0.796570,0.0024
560,0.7847,0.784180,0.0023
570,0.7795,0.778870,0.0024
580,0.7820,0.782349,0.0023
590,0.7828,0.780884,0.0024
600,0.7827,0.788574,0.0024
610,0.7780,0.790405,0.0025
620,0.7806,0.794556,0.0024
630,0.7789,0.797241,0.0022
640,0.7797,0.801147,0.0023
650,0.7798,0.798157,0.0024
660,0.7821,0.793030,0.0025
670,0.7819,0.803406,0.0027
680,0.7756,0.787292,0.0025
690,0.7775,0.796082,0.0025
700,0.7827,0.783264,0.0027
710,0.7832,0.777954,0.0026
720,0.7783,0.779602,0.0025
730,0.7770,0.768494,0.0024
740,0.7775,0.764404,0.0024
750,0.7780,0.765625,0.0021
760,0.7832,0.765625,0.0022
770,0.7758,0.753296,0.0019
780,0.7797,0.754089,0.0019
790,0.7806,0.744080,0.0018
800,0.7767,0.736877,0.0018
810,0.7766,0.735535,0.0018
820,0.7814,0.741028,0.0017
830,0.7799,0.734558,0.0015
840,0.7784,0.730408,0.0016
850,0.7832,0.717712,0.0015
