epoch,selected_frac,func_repl_frac,zero_frac
0,0.7856,0.000183,0.0039
10,0.7781,0.005859,0.0039
20,0.7806,0.048279,0.0040
30,0.7797,0.187683,0.0041
40,0.7777,0.426575,0.0037
50,0.7847,0.616333,0.0034
60,0.7761,0.709900,0.0038
70,0.7797,0.763916,0.0037
80,0.7781,0.783569,0.0037
90,0.7787,0.802917,0.0037
100,0.7787,0.812988,0.0036
110,0.7817,0.817749,0.0035
120,0.7814,0.823120,0.0034
130,0.7814,0.822083,0.0034
140,0.7787,0.822388,0.0033
150,0.7795,0.834167,0.0032
160,0.7775,0.838440,0.0033
170,0.7819,0.840088,0.0034
180,0.7781,0.857300,0.0036
190,0.7793,0.853271,0.0033
200,0.7804,0.850281,0.0035
210,0.7794,0.854919,0.0036
220,0.7776,0.860291,0.0034
230,0.7832,0.858826,0.0036
240,0.7810,0.871582,0.0037
250,0.7760,0.867310,0.0038
260,0.7781,0.867737,0.0040
270,0.7747,0.870544,0.0041
280,0.7809,0.877380,0.0043
290,0.7792,0.884216,0.0042
300,0.7814,0.888794,0.0042
310,0.7794,0.890381,0.0041
320,0.7756,0.888062,0.0041
330,0.7781,0.888611,0.0038
340,0.7789,0.887329,0.0038
350,0.7822,0.896301,0.0039
360,0.7784,0.900757,0.0036
370,0.7770,0.903687,0.0033
380,0.7812,0.904053,0.0033
390,0.7778,0.900146,0.0031
400,0.7789,0.898376,0.0032
410,0.7764,0.898743,0.0031
420,0.7842,0.899048,0.0030
430,0.7775,0.901184,0.0029
440,0.7821,0.895264,0.0027
450,0.7776,0.898315,0.0027
460,0.7798,0.901184,0.0024
470,0.7782,0.900635,0.0022
480,0.7787,0.904419,0.0023
490,0.7759,0.910095,0.0024
500,0.7781,0.911499,0.0025
510,0.7782,0.914734,0.0023
520,0.7831,0.909912,0.0024
530,0.7814,0.911438,0.0023
540,0.7783,0.920288,0.0023
550,0.7803,0.917908,0.0024
560,0.7820,0.920532,0.0026
570,0.7784,0.931580,0.0027
580,0.7809,0.928284,0.0027
590,0.7773,0.928711,0.0028
600,0.7784,0.936707,0.0031
610,0.7772,0.932251,0.0030
620,0.7855,0.935669,0.0031
630,0.7819,0.943298,0.0034
640,0.7745,0.941833,0.0035
650,0.7761,0.943787,0.0039
660,0.7817,0.948425,0.0038
670,0.7772,0.950500,0.0038
680,0.7761,0.953003,0.0039
690,0.7787,0.951050,0.0040
700,0.7776,0.942322,0.0039
710,0.7793,0.939270,0.0039
720,0.7766,0.939819,0.0043
730,0.7753,0.941223,0.0043
740,0.7784,0.935242,0.0042
750,0.7749,0.929016,0.0043
760,0.7766,0.931152,0.0040
770,0.7783,0.932007,0.0044
780,0.7784,0.932739,0.0041
790,0.7745,0.936584,0.0043
800,0.7819,0.937988,0.0045
810,0.7805,0.936218,0.0041
820,0.7788,0.937500,0.0040
830,0.7775,0.940674,0.0040
