epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7861,0.000000,0.0039,0.006714,5.286,22
20,0.7783,0.000427,0.0040,0.043274,6.742,32
40,0.7805,0.021179,0.0034,0.270142,11.859,32
60,0.7827,0.192871,0.0033,0.632751,22.201,32
80,0.7822,0.536011,0.0030,0.448425,27.918,32
100,0.7770,0.686890,0.0030,0.309814,29.379,32
120,0.7765,0.717896,0.0032,0.279541,29.670,32
140,0.7782,0.753601,0.0032,0.243713,29.895,32
160,0.7775,0.764893,0.0030,0.234009,30.087,32
180,0.7792,0.766968,0.0028,0.231262,30.049,32
200,0.7777,0.779175,0.0030,0.219238,30.165,32
220,0.7833,0.785339,0.0035,0.213440,30.216,32
240,0.7789,0.784180,0.0034,0.213562,30.210,32
260,0.7777,0.822266,0.0034,0.176025,30.503,32
280,0.7836,0.834351,0.0033,0.164612,30.609,32
300,0.7803,0.838867,0.0032,0.159973,30.643,32
320,0.7795,0.848328,0.0035,0.150574,30.676,32
340,0.7777,0.849976,0.0032,0.148621,30.680,32
360,0.7822,0.847351,0.0030,0.151001,30.663,32
380,0.7778,0.835632,0.0030,0.163391,30.614,32
400,0.7811,0.838867,0.0028,0.160400,30.672,32
420,0.7770,0.832581,0.0025,0.166199,30.654,32
440,0.7738,0.840210,0.0021,0.159241,30.696,32
460,0.7777,0.839417,0.0021,0.159546,30.686,32
480,0.7821,0.839111,0.0023,0.160034,30.658,32
500,0.7815,0.829834,0.0028,0.169189,30.599,32
520,0.7792,0.826660,0.0027,0.172729,30.604,32
540,0.7819,0.823364,0.0028,0.175415,30.534,32
560,0.7780,0.823303,0.0029,0.175659,30.529,32
580,0.7761,0.817871,0.0027,0.180542,30.463,32
600,0.7754,0.831055,0.0024,0.167419,30.536,32
620,0.7799,0.840820,0.0023,0.157593,30.604,32
640,0.7791,0.846863,0.0022,0.152039,30.692,32
660,0.7778,0.845459,0.0024,0.152649,30.673,32
680,0.7832,0.854736,0.0024,0.144226,30.788,32
700,0.7731,0.854614,0.0023,0.144775,30.778,32
720,0.7793,0.861389,0.0023,0.137390,30.772,32
740,0.7766,0.866333,0.0027,0.132629,30.837,32
760,0.7810,0.867737,0.0027,0.131836,30.855,32
780,0.7786,0.856506,0.0025,0.142578,30.767,32
800,0.7762,0.860291,0.0024,0.139099,30.814,32
820,0.7767,0.867126,0.0025,0.132141,30.861,32
840,0.7819,0.870483,0.0025,0.128357,30.916,32
860,0.7781,0.884338,0.0024,0.114868,30.965,32
