epoch,selected_frac,func_repl_frac,zero_frac
0,0.7767,0.000061,0.0039
100,0.7791,0.986572,0.0002
200,0.7793,0.963745,0.0001
300,0.7764,0.957031,0.0002
400,0.7792,0.954834,0.0003
500,0.7784,0.973938,0.0005
600,0.7804,0.975830,0.0005
700,0.7781,0.973694,0.0003
800,0.7810,0.968140,0.0007
900,0.7809,0.974243,0.0006
1000,0.7788,0.974304,0.0007
1100,0.7764,0.979614,0.0007
1200,0.7764,0.984192,0.0005
1300,0.7786,0.984741,0.0006
1400,0.7762,0.987183,0.0007
1500,0.7794,0.987610,0.0005
1600,0.7806,0.987061,0.0006
1700,0.7794,0.988098,0.0008
1800,0.7836,0.989807,0.0006
1900,0.7784,0.987244,0.0008
2000,0.7811,0.988892,0.0011
2100,0.7778,0.990234,0.0009
