epoch,selected_frac,repl_sig_frac,ldir_frac,loadpush_frac,func_repl_frac,true_repl_frac,solve_frac,niches_solved,avg_steps,halt_frac,uniq_frac,zero_frac
4440,0.7786,0.9980,0.9980,0.0002,0.2258,0.2258,0.9832,1,36.8,0.9932,1.0000,0.1000
4460,0.7811,0.9956,0.9956,0.0000,0.2124,0.2124,0.9846,1,36.3,0.9929,1.0000,0.0997
4480,0.7784,0.9968,0.9968,0.0000,0.2051,0.2051,0.9868,1,36.1,0.9951,1.0000,0.1017
4500,0.7788,0.9988,0.9988,0.0000,0.2068,0.2068,0.9873,1,37.1,0.9919,1.0000,0.0995
4520,0.7820,0.9966,0.9966,0.0000,0.2207,0.2207,0.9858,1,35.5,0.9958,1.0000,0.0985
4540,0.7810,0.9978,0.9978,0.0000,0.1892,0.1892,0.9912,1,35.1,0.9958,1.0000,0.0982
4560,0.7764,0.9983,0.9983,0.0000,0.1885,0.1882,0.9832,1,37.5,0.9932,1.0000,0.0994
4580,0.7777,0.9961,0.9961,0.0000,0.1963,0.1963,0.9844,1,36.7,0.9944,1.0000,0.0997
4600,0.7775,0.9956,0.9956,0.0000,0.1970,0.1970,0.9873,1,34.5,0.9971,0.9980,0.0991
4620,0.7755,0.9966,0.9966,0.0002,0.1982,0.1982,0.9856,1,36.3,0.9937,1.0000,0.0997
4640,0.7794,0.9963,0.9963,0.0000,0.1938,0.1938,0.9873,1,36.1,0.9929,1.0000,0.0997
4660,0.7776,0.9963,0.9963,0.0002,0.2188,0.2188,0.9858,1,37.7,0.9932,1.0000,0.0985
4680,0.7777,0.9968,0.9968,0.0000,0.1970,0.1970,0.9868,1,35.7,0.9949,1.0000,0.0966
4700,0.7812,0.9983,0.9983,0.0000,0.1902,0.1902,0.9861,1,37.0,0.9934,1.0000,0.0981
4720,0.7745,0.9963,0.9963,0.0000,0.1816,0.1816,0.9810,1,36.7,0.9922,1.0000,0.0954
4740,0.7766,0.9963,0.9963,0.0002,0.2083,0.2083,0.9802,1,38.4,0.9919,1.0000,0.0946
4760,0.7784,0.9966,0.9966,0.0000,0.1895,0.1895,0.9856,1,36.9,0.9919,1.0000,0.0936
4780,0.7793,0.9966,0.9966,0.0000,0.1990,0.1990,0.9880,1,36.2,0.9946,0.9980,0.0930
4800,0.7787,0.9971,0.9971,0.0000,0.2148,0.2148,0.9863,1,36.3,0.9946,0.9980,0.0921
4820,0.7797,0.9968,0.9968,0.0000,0.2087,0.2087,0.9851,1,36.2,0.9944,0.9980,0.0897
4840,0.7780,0.9963,0.9963,0.0007,0.2336,0.2336,0.9814,1,38.4,0.9902,1.0000,0.0864
4860,0.7825,0.9973,0.9973,0.0002,0.2124,0.2124,0.9861,1,36.7,0.9932,1.0000,0.0856
4880,0.7794,0.9954,0.9954,0.0005,0.1875,0.1870,0.9849,1,35.1,0.9946,0.9980,0.0859
4900,0.7837,0.9949,0.9949,0.0002,0.1887,0.1887,0.9854,1,36.1,0.9929,0.9980,0.0865
4920,0.7839,0.9973,0.9973,0.0005,0.1870,0.1870,0.9797,1,37.3,0.9902,1.0000,0.0836
4940,0.7797,0.9978,0.9978,0.0005,0.1758,0.1758,0.9873,1,34.7,0.9956,1.0000,0.0848
4960,0.7810,0.9966,0.9966,0.0002,0.2031,0.2031,0.9856,1,37.1,0.9924,1.0000,0.0838
4980,0.7770,0.9958,0.9958,0.0005,0.1914,0.1914,0.9861,1,35.6,0.9934,1.0000,0.0846
5000,0.7750,0.9971,0.9971,0.0007,0.1902,0.1902,0.9888,1,35.2,0.9937,1.0000,0.0852
