epoch,selected_frac,repl_sig_frac,ldir_frac,loadpush_frac,func_repl_frac,true_repl_frac,solve_frac,niches_solved,avg_steps,halt_frac,uniq_frac,zero_frac
0,0.7861,0.0020,0.0015,0.0005,0.0002,0.0000,0.0000,0,478.9,0.0750,1.0000,0.0352
25,0.7782,0.0020,0.0007,0.0012,0.0024,0.0000,0.0000,0,488.4,0.0535,0.9961,0.2974
50,0.7751,0.0007,0.0000,0.0007,0.0032,0.0000,0.0000,0,486.4,0.0557,0.9961,0.3375
75,0.7823,0.0002,0.0002,0.0000,0.0029,0.0000,0.0000,0,492.3,0.0432,0.9961,0.3618
100,0.7770,0.0010,0.0005,0.0005,0.0032,0.0000,0.0000,0,489.6,0.0491,1.0000,0.3616
125,0.7808,0.0022,0.0000,0.0022,0.0017,0.0000,0.0000,0,488.5,0.0518,1.0000,0.3706
150,0.7777,0.0085,0.0002,0.0083,0.0007,0.0000,0.0000,0,485.7,0.0579,1.0000,0.3653
175,0.7797,0.0305,0.0002,0.0303,0.0020,0.0000,0.0000,0,491.2,0.0466,1.0000,0.3666
200,0.7777,0.0889,0.0000,0.0889,0.0012,0.0000,0.0000,0,488.6,0.0520,0.9961,0.3575
225,0.7805,0.2327,0.0000,0.2327,0.0037,0.0002,0.0000,0,492.2,0.0425,0.9668,0.3037
250,0.7810,0.5217,0.0000,0.5217,0.0044,0.0000,0.0000,0,495.9,0.0356,0.8301,0.2147
275,0.7797,0.7781,0.0000,0.7781,0.0068,0.0000,0.0000,0,496.9,0.0317,0.7070,0.1126
300,0.7803,0.8577,0.0000,0.8577,0.0066,0.0000,0.0000,0,497.1,0.0303,0.6543,0.0678
325,0.7803,0.8516,0.0000,0.8516,0.0063,0.0000,0.0000,0,498.2,0.0278,0.6855,0.0764
350,0.7791,0.8040,0.0000,0.8040,0.0059,0.0000,0.0000,0,497.6,0.0310,0.7832,0.0819
375,0.7789,0.8000,0.0000,0.8000,0.0071,0.0000,0.0000,0,498.0,0.0293,0.8320,0.0926
400,0.7811,0.7466,0.0000,0.7466,0.0027,0.0000,0.0000,0,502.3,0.0203,0.8711,0.0994
425,0.7825,0.7236,0.0000,0.7236,0.0042,0.0000,0.0000,0,498.1,0.0286,0.8984,0.1056
450,0.7723,0.6907,0.0000,0.6907,0.0037,0.0000,0.0000,0,499.8,0.0271,0.9258,0.1160
475,0.7788,0.6841,0.0000,0.6841,0.0034,0.0000,0.0000,0,499.3,0.0281,0.9258,0.1143
500,0.7815,0.6660,0.0000,0.6660,0.0051,0.0000,0.0000,0,497.5,0.0320,0.9590,0.1180
525,0.7789,0.6606,0.0000,0.6606,0.0017,0.0000,0.0000,0,497.8,0.0317,0.9609,0.1211
550,0.7781,0.6929,0.0000,0.6929,0.0042,0.0000,0.0000,0,497.3,0.0303,0.9512,0.1202
575,0.7861,0.6716,0.0000,0.6716,0.0024,0.0000,0.0000,0,499.7,0.0271,0.9688,0.1302
600,0.7754,0.6924,0.0000,0.6924,0.0078,0.0000,0.0000,0,498.9,0.0295,0.9707,0.1198
625,0.7776,0.6956,0.0000,0.6956,0.0024,0.0000,0.0000,0,497.6,0.0327,0.9863,0.1249
650,0.7803,0.7148,0.0000,0.7148,0.0034,0.0000,0.0000,0,496.4,0.0354,0.9766,0.1192
675,0.7775,0.7188,0.0000,0.7188,0.0037,0.0000,0.0000,0,498.6,0.0291,0.9727,0.1132
700,0.7731,0.7395,0.0000,0.7395,0.0015,0.0000,0.0000,0,497.0,0.0332,0.9785,0.1188
725,0.7771,0.7402,0.0000,0.7402,0.0020,0.0000,0.0000,0,500.6,0.0266,0.9824,0.1239
750,0.7841,0.7498,0.0000,0.7498,0.0032,0.0000,0.0000,0,497.9,0.0315,0.9824,0.1189
775,0.7769,0.7534,0.0000,0.7534,0.0034,0.0000,0.0000,0,499.2,0.0286,0.9844,0.1188
800,0.7762,0.7683,0.0000,0.7683,0.0034,0.0000,0.0000,0,498.0,0.0300,0.9824,0.1172
825,0.7784,0.7908,0.0000,0.7908,0.0034,0.0000,0.0000,0,497.5,0.0327,0.9707,0.1129
