epoch,selected_frac,func_repl_frac,zero_frac
0,0.7767,0.000061,0.0039
10,0.7834,0.000183,0.0037
20,0.7784,0.005249,0.0036
30,0.7754,0.017578,0.0034
40,0.7781,0.073303,0.0030
50,0.7780,0.201904,0.0027
60,0.7794,0.378418,0.0024
70,0.7795,0.519348,0.0024
80,0.7808,0.608643,0.0024
90,0.7826,0.665161,0.0021
100,0.7791,0.685059,0.0021
110,0.7821,0.712891,0.0021
120,0.7762,0.733093,0.0021
130,0.7828,0.755859,0.0021
140,0.7794,0.758362,0.0020
150,0.7783,0.768372,0.0019
160,0.7776,0.782532,0.0019
170,0.7771,0.787842,0.0021
180,0.7776,0.794922,0.0021
190,0.7787,0.795715,0.0021
200,0.7793,0.796814,0.0021
210,0.7770,0.804138,0.0022
220,0.7792,0.798706,0.0022
230,0.7772,0.796326,0.0023
240,0.7816,0.803467,0.0023
250,0.7781,0.798828,0.0023
260,0.7825,0.808167,0.0021
270,0.7804,0.808777,0.0019
280,0.7787,0.793884,0.0020
290,0.7804,0.784729,0.0020
300,0.7764,0.770569,0.0023
310,0.7819,0.776550,0.0023
320,0.7794,0.776123,0.0023
330,0.7733,0.781494,0.0023
340,0.7791,0.781067,0.0026
350,0.7760,0.776306,0.0025
360,0.7805,0.773987,0.0025
370,0.7789,0.779236,0.0025
380,0.7804,0.765991,0.0025
390,0.7795,0.780334,0.0027
400,0.7792,0.775574,0.0029
410,0.7828,0.771729,0.0029
420,0.7771,0.770752,0.0027
430,0.7770,0.765564,0.0028
440,0.7794,0.764832,0.0029
450,0.7797,0.758301,0.0027
460,0.7804,0.763000,0.0025
470,0.7776,0.779846,0.0026
480,0.7747,0.777954,0.0027
490,0.7805,0.771851,0.0025
500,0.7784,0.773743,0.0027
510,0.7799,0.776733,0.0029
520,0.7753,0.783875,0.0030
530,0.7836,0.779907,0.0029
540,0.7794,0.778137,0.0029
550,0.7812,0.777405,0.0028
560,0.7845,0.779968,0.0029
570,0.7780,0.781799,0.0028
580,0.7784,0.785950,0.0029
590,0.7772,0.787170,0.0029
600,0.7804,0.780640,0.0029
610,0.7804,0.782349,0.0031
620,0.7815,0.770447,0.0030
630,0.7733,0.760193,0.0030
640,0.7803,0.765259,0.0029
650,0.7822,0.771545,0.0029
660,0.7816,0.766479,0.0030
670,0.7823,0.761230,0.0030
680,0.7834,0.759216,0.0032
690,0.7823,0.775024,0.0031
700,0.7781,0.770569,0.0029
710,0.7782,0.786377,0.0030
720,0.7772,0.780273,0.0027
730,0.7811,0.776794,0.0029
740,0.7786,0.771973,0.0028
750,0.7795,0.785339,0.0027
760,0.7764,0.771545,0.0028
770,0.7811,0.772583,0.0030
780,0.7822,0.766296,0.0028
790,0.7793,0.773621,0.0028
800,0.7810,0.765137,0.0029
810,0.7787,0.756348,0.0029
820,0.7848,0.766846,0.0029
830,0.7753,0.753906,0.0030
840,0.7817,0.755737,0.0026
