epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7806,0.000000,0.0039,0.006226,5.255,24
20,0.7819,0.000671,0.0041,0.051025,6.902,32
40,0.7799,0.021912,0.0036,0.343994,13.006,32
60,0.7760,0.201416,0.0028,0.670532,22.925,32
80,0.7812,0.498047,0.0021,0.485046,27.638,32
100,0.7834,0.667053,0.0023,0.327759,29.196,32
120,0.7765,0.726868,0.0024,0.268311,29.631,32
140,0.7789,0.732605,0.0023,0.263123,29.643,32
160,0.7809,0.733154,0.0024,0.263367,29.699,32
180,0.7767,0.736328,0.0024,0.260742,29.722,32
200,0.7754,0.751526,0.0024,0.245056,29.822,32
220,0.7789,0.758911,0.0023,0.238342,29.834,32
240,0.7788,0.744324,0.0021,0.252563,29.765,32
260,0.7797,0.740845,0.0021,0.257019,29.777,32
280,0.7842,0.741211,0.0019,0.255859,29.711,32
300,0.7809,0.733398,0.0017,0.264404,29.694,32
320,0.7864,0.716736,0.0015,0.281921,29.640,32
340,0.7747,0.699158,0.0016,0.298218,29.516,32
360,0.7784,0.690979,0.0020,0.307251,29.571,32
380,0.7830,0.672668,0.0021,0.325378,29.436,32
400,0.7806,0.672852,0.0021,0.325073,29.415,32
420,0.7852,0.680847,0.0020,0.317505,29.506,32
440,0.7822,0.673950,0.0022,0.323364,29.446,32
460,0.7733,0.664734,0.0022,0.333374,29.460,32
480,0.7781,0.637146,0.0022,0.360291,29.231,32
500,0.7795,0.613892,0.0026,0.384277,29.158,32
520,0.7837,0.626038,0.0022,0.372314,29.244,32
540,0.7838,0.630005,0.0020,0.368469,29.276,32
560,0.7847,0.628357,0.0021,0.369507,29.222,32
580,0.7820,0.630371,0.0021,0.367859,29.240,32
600,0.7827,0.632629,0.0020,0.365540,29.273,32
620,0.7806,0.620117,0.0021,0.378052,29.149,32
640,0.7797,0.598633,0.0022,0.399597,29.022,32
660,0.7821,0.585388,0.0024,0.412415,28.961,32
680,0.7756,0.587036,0.0023,0.411011,28.980,32
700,0.7827,0.591675,0.0026,0.407104,29.042,32
720,0.7783,0.580933,0.0024,0.417175,29.004,32
740,0.7775,0.554199,0.0022,0.444336,28.894,32
760,0.7832,0.550476,0.0019,0.447510,28.855,32
780,0.7797,0.528687,0.0018,0.469299,28.709,32
800,0.7767,0.515564,0.0019,0.482849,28.647,32
820,0.7814,0.491089,0.0017,0.506836,28.469,32
840,0.7784,0.508240,0.0015,0.489563,28.531,32
860,0.7799,0.471802,0.0016,0.525696,28.312,32
