epoch,selected_frac,func_repl_frac,zero_frac
0,0.7806,0.000183,0.0039
100,0.7834,0.970459,0.0002
200,0.7754,0.979126,0.0003
300,0.7809,0.979187,0.0004
400,0.7806,0.984619,0.0007
500,0.7795,0.980347,0.0008
600,0.7827,0.986450,0.0008
700,0.7827,0.987366,0.0006
800,0.7767,0.986572,0.0004
900,0.7784,0.988220,0.0006
1000,0.7770,0.989258,0.0006
1100,0.7782,0.991638,0.0006
1200,0.7820,0.989746,0.0005
1300,0.7783,0.990295,0.0004
1400,0.7837,0.991272,0.0004
1500,0.7788,0.988281,0.0003
1600,0.7836,0.989197,0.0005
1700,0.7770,0.990173,0.0006
1800,0.7822,0.990295,0.0009
1900,0.7795,0.988953,0.0009
2000,0.7793,0.988647,0.0010
2100,0.7816,0.990112,0.0013
