epoch,selected_frac,func_repl_frac,zero_frac,partial_frac,mean_copybytes,max_copybytes
0,0.7705,0.000000,0.0040,0.005127,5.213,20
20,0.7759,0.000244,0.0039,0.061035,6.786,30
40,0.7764,0.013672,0.0037,0.348145,12.435,32
60,0.7695,0.133789,0.0033,0.732666,21.367,32
80,0.7783,0.466553,0.0031,0.521729,26.771,32
100,0.7847,0.635986,0.0028,0.359863,28.278,32
120,0.7725,0.682129,0.0030,0.313965,28.887,32
140,0.7783,0.726074,0.0024,0.269531,29.300,32
160,0.7847,0.736328,0.0018,0.259766,29.520,32
180,0.7754,0.717529,0.0018,0.280273,29.513,32
200,0.7837,0.729736,0.0018,0.267090,29.507,32
220,0.7656,0.752197,0.0022,0.244873,29.732,32
240,0.7778,0.779053,0.0019,0.219238,30.028,32
260,0.7773,0.804688,0.0023,0.193604,30.228,32
280,0.7739,0.800293,0.0020,0.198486,30.259,32
300,0.7876,0.797119,0.0026,0.200684,30.380,32
320,0.7773,0.807373,0.0021,0.190186,30.459,32
340,0.7803,0.833252,0.0023,0.165771,30.626,32
360,0.7656,0.830078,0.0015,0.168213,30.552,32
380,0.7881,0.831543,0.0009,0.167480,30.631,32
400,0.7832,0.803955,0.0005,0.195312,30.419,32
420,0.7842,0.808594,0.0008,0.190674,30.453,32
440,0.7769,0.772217,0.0009,0.225586,30.159,32
460,0.7773,0.775879,0.0012,0.223145,30.191,32
480,0.7812,0.791260,0.0010,0.207031,30.329,32
500,0.7793,0.772705,0.0013,0.226318,30.271,32
520,0.7715,0.802002,0.0010,0.196777,30.455,32
540,0.7817,0.776855,0.0007,0.222168,30.333,32
560,0.7832,0.767090,0.0005,0.231445,30.191,32
580,0.7812,0.765381,0.0004,0.233643,30.213,32
600,0.7759,0.795410,0.0007,0.203369,30.417,32
620,0.7788,0.767822,0.0007,0.231689,30.086,32
640,0.7832,0.759277,0.0003,0.240234,30.083,32
660,0.7739,0.768799,0.0001,0.230225,30.093,32
680,0.7842,0.752930,0.0001,0.246338,30.068,32
700,0.7788,0.748291,0.0002,0.250977,29.909,32
720,0.7739,0.762451,0.0003,0.235596,29.961,32
740,0.7754,0.748779,0.0005,0.250732,29.855,32
760,0.7871,0.756104,0.0008,0.242188,29.804,32
780,0.7803,0.730469,0.0005,0.269043,29.627,32
800,0.7964,0.722412,0.0007,0.276123,29.590,32
820,0.7739,0.731689,0.0010,0.266846,29.695,32
840,0.7715,0.703125,0.0009,0.295898,29.675,32
860,0.7822,0.678223,0.0009,0.318115,29.454,32
